Unnamed: 0,Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",institution_info,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,University,NearParks
128,"Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao",Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3,"Genome Biology 2013, 14:R121",10.1186/gb-2013-14-10-r121,01/01/13,,1.0,,,duplicated microscopy panel; might be error,1,,,1.0,,1,[],[''],(),[],,,,
129,"Arumugam Nagalingam, Jack L Arbiser, Michael Y Bonner, Neeraj K Saxena, and Dipali Sharma",Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis,"Breast Cancer Research 2012, 14:R35",10.1186/bcr3128,01/01/12,,1.0,,,Duplicated microscopy images,1,03/28/17,,1.0,,1,"Department of Oncology, Johns Hopkins University School of Medicine and the Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore MD 21231, USA.","[' Baltimore MD 21231', ' USA.']","(37.09024, -95.712891)",[],33.69%,False,johns hopkins university school of medicine and the sidney kimmel comprehensive cancer center at johns hopkins,False
130,"Ingunn Holen, Jacob Whitworth, Faith Nutter, Alyson Evans, Hannah K Brown, Diane V Lefley, Ivana Barbaric, __Mark Jones, and Penelope D Ottewell","Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo","Breast Cancer Research 2012, 14:R86",10.1186/bcr3201,01/01/12,,1.0,,,Duplicated microscopy images,1,03/28/17,,1.0,,1,"Academic Unit of Clinical Oncology, University of Sheffield, Medical School, Beech Hill Road, Sheffield, S10 2RX, UK.","[' S10 2RX', ' UK.']","(53.3833, -1.4667)",['sheffield'],33.85%,False,university of sheffield,True
131,"Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun",A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion,"Breast Cancer Research 2012, 14:R127",10.1186/bcr3322,01/01/12,,1.0,,,Duplicated blot panels,1,03/28/17,,1.0,,1,[],[''],(),[],,,,
132,"Yi Fang Lee, Lance David Miller, Xiu Bin Chan, Michael A Black, Brendan Pang, Chee Wee Ong, Manuel Salto-Tellez, Edison T Liu, and Kartiki V Desai",JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer,"Breast Cancer Research 2012, 14:R85",10.1186/bcr3200,01/01/12,,1.0,,,"duplicated blots, different exposure?",1,03/28/17,,1.0,,1,"National Institute of Biomedical Genomics, 2nd Floor Netaji Subash Sanatorium, Kalyani 741251, India.","[' Kalyani 741251', ' India.']","(20.593684, 78.96288)",[],,,,
133,"Meiou Dai, Amal A Al-Odaini, Nade_ge Fils-Aimé, Manuel A Villatoro, Jimin Guo, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean Jacques Lebrunn",Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion,"Breast Cancer Research 2013, 15:R49",10.1186/bcr3441,01/01/13,,,1.0,,Overlapping microscopy images,1,03/28/17,,1.0,,1,[],[''],(),[],,,,
134,"Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao",Ubiquitin-conjugating enzyme complex Uev1A-Ubc13 promotes breast cancer metastasis through nuclear factor-_B mediated matrix metalloproteinase-1 gene regulation,"Breast Cancer Research 2014, 16:R75",10.1186/bcr3692,01/01/14,,,1.0,,Overlapping microscopy images,1,03/28/17,,1.0,,1,[],[''],(),[],,,,
135,"Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov",Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision,Lung Cancer 34 (2001) 99–104,10.1016/S0169-5002(01)00212-4,01/01/01,,,1.0,,Duplicated blot strips,1,,,,1.0,1,"Department of Enzymology, A.N. Belozersky Institute of Physico-Chemical Biology, Moscow State University, 119899 Moscow, Russia.","[' 119899 Moscow', ' Russia.']","(55.755826, 37.6173)",[],34.03%,False,moscow state university,True
136,"Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov",Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy,"Lung Cancer (2003) 41, 363__/367",10.1016/S0169-5002(03)00239-3,01/01/03,,,1.0,,Duplicated blot strips,1,07/05/16,1.0,,,1,"Laboratory of Biomedicine, Department of Cell Signalling, A.N. Belozersky Institute of Physico-Chemical Biology, M.V. Lomonosov Moscow State University, 119992 Moscow, Russia.","[' 119992 Moscow', ' Russia.']","(55.70393490000001, 37.5286695)","['PG3H+HF Ramenki District, Moscow, Russia']",34.03%,False,m.v. lomonosov moscow state university,True
137,"Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari",Up-regulation of focal adhesion kinase in non-small cell lung cancer,"Lung Cancer (2006) 53, 263—271",10.1016/j.lungcan.2006.06.001,01/01/06,,,,1,Duplicated lanes with blot panel,1,,,,1.0,1,"Laboratory of Pharmacology, Department of Medicine, Surgery and Dentistry, University of Milan, Polo H. San Paolo, Milan, Italy.","[' Milan', ' Italy.']","(45.4669, 9.19)",['milan'],32.21%,False,university of milan,False
138,"Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds",In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2,"Lung Cancer (2006) 53, 273—284",10.1016/j.lungcan.2006.06.006,01/01/06,,,1.0,,Overlapping microscopy images,1,06/13/16,,1.0,,1,"Department of Thoracic Medicine and Lung Research Laboratory, Royal Adelaide Hospital and Hanson Institute, Adelaide, South Australia 5000, Australia.","[' South Australia 5000', ' Australia.']","(-34.9289, 138.6011)",['adelaide'],,,,
139,"Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang",Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells,Lung Cancer 63 (2009) 227–234,10.1016/j.lungcan.2008.05.026,01/01/09,,,1.0,,Shifted reused blots,1,10/01/16,1.0,,,1,"Department of Life Science, National Taiwan Normal University, Taipei, Taiwan. biofv033@scc.ntnu.edu.tw","[' Taipei', ' Taiwan. biofv033@scc.ntnu.edu.tw']","(25.0478, 121.5319)",['taipei'],33.40%,False,national taiwan normal university,False
140,"Shun-Dong Dai, Yan Wang, Gui-Yang Jiang, Peng-Xin Zhang, Xin-Jun Dong, Qiang Wei, Hong-Tao Xu, Qing-Chang Li, Chen Zhao, En-Hua Wang",Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn,Lung Cancer 67 (2010) 205–215,10.1016/j.lungcan.2009.06.013,01/01/10,,,,1,Duplicated parts of lanes to make 2 negative lanes,1,12/01/16,1.0,,,1,"Department of Pathology, First Affiliated Hospital and College of Basic Medical Sciences of China Medical University, Shenyang 110001, China.","[' Shenyang 110001', ' China.']","(35.86166, 104.195397)",[],34.75%,True,first affiliated hospital and college of basic medical sciences of china medical university,False
141,"Kazutoshi Komiya, Naoko Sueoka-Aragane, Akemi Sato, Takashi Hisatomi, Toru Sakuragi, Masahiro Mitsuoka, Toshimi Sato, Shinichiro Hayashi, Hiroto Izumi, Makoto Tsuneoka, Eisaburo Sueoka","Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer",Lung Cancer 69 (2010) 232–238,10.1016/j.lungcan.2009.10.010,01/01/10,,,,1,Manipulated FACS panels,1,11/01/16,,1.0,,1,"Department of Internal Medicine, Faculty of Medicine, Saga University, 5-1-1 Nabeshima, Saga 849-8501, Japan.","[' Saga 849-8501', ' Japan.']","(33.2842909, 130.2667947)",[],33.49%,False,saga university,False
142,"Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota",Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells,Lung Cancer 73 (2011) 302–309,10.1016/j.lungcan.2011.01.012,01/01/11,,,,1,Duplicated bands within same blot,1,11/01/16,,1.0,,1,"Medical Biology Department, School of Medicine, Pamukkale University, Kinikli, Denizli, Turkey. hakanakca@yahoo.com","[' Denizli', ' Turkey. hakanakca@yahoo.com']","(37.7731, 29.0878)",['denizli'],33.81%,False,pamukkale university,False
143,"Norimitsu Tanaka, Shinichi Toyooka, Junichi Soh, Takafumi Kubo, Hiromasa Yamamoto, Yuho Maki, Takayuki Muraoka, Kazuhiko Shien, Masashi Furukawa, Tsuyoshi Ueno, Hiroaki Asano, Kazunori Tsukuda, Keisuke Aoe, Shinichiro Miyoshi",Frequent methylation and oncogenic role of microRNA-34b/c in small-cell lung cancer,Lung Cancer 76 (2012) 32–38,10.1016/j.lungcan.2011.10.002,01/01/12,,1.0,,,Duplicated microscopy image; might be error,1,,,1.0,,1,"Department of Cancer and Thoracic Surgery, Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Okayama University, 2-5-1 Shikata-cho, Kita-ku, Okayama 700-8558, Japan.","[' Okayama 700-8558', ' Japan.']","(34.687057, 133.9222083)","['MWPC+RV Okayama, Japan']",33.58%,False,okayama university,False
144,"Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai",Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE),Journal of Autoimmunity 25 (2005) 206-214,10.1016/j.jaut.2005.09.016,01/01/05,,,1.0,,"Duplicated blot strips, stretched multiple cases",1,,,,1.0,1,"Department of Neurology, Wayne State University School of Medicine, 421 East Canfield, 2226 Elliman Building, Detroit, MI 48201, USA. skundric@cmb.biosci.wayne.edu","[' MI 48201', ' USA. skundric@cmb.biosci.wayne.edu']","(42.3834, -83.1024)",['detroit'],33.66%,False,wayne state university school of medicine,False
145,"Pascale Gerbaud, Loıc Petzold, Patrice Therond, Wayne B. Anderson, Daniele Evain-Brion, Francoise Raynaud","Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts",Journal of Autoimmunity 24 (2005) 69-78,10.1016/j.jaut.2004.10.003,01/01/05,,1.0,,,Duplicated blot panel,1,,,,1.0,1,"INSERM U 427, Faculté des Sciences Pharmaceutiques et Biologiques de Paris, Université René Descartes, Paris V, 4 avenue de l'Observatoire, 75270 Paris Cedex 06, France.","[' 75270 Paris Cedex 06', ' France.']","(48.8566134, 2.3522746)",[],,,,
146,"M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo",Autoantibodies from Sjögren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253,Journal of Autoimmunity 27 (2006) 38-49,10.1016/j.jaut.2006.05.001,01/01/06,,,,1,"Overlapping microscopy, duplicated bands within blots",1,,,,1.0,1,"Department of Human Anatomy and Histology, University of Bari, Piazza Giulio Cesare 1, Policlinico, I-70124 Bari, Italy. m.sisto@anatomia.uniba.it","[' I-70124 Bari', ' Italy. m.sisto@anatomia.uniba.it']","(45.45884170000001, 9.1949702)","['F55V+GX Milan, Metropolitan City of Milan, Italy']",32.85%,False,university of bari,False
147,"Itshak Golan, Shlomo Nedvetzki, Ira Golan, Lora Eshkar-Sebban, David Levartovsky, Ori Elkayam, Dan Caspi, Suhail Aamar, Howard Amital, Alan Rubinow, David Naor",Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody,Journal of Autoimmunity 28 (2007) 99-113,10.1016/j.jaut.2007.02.007,01/01/07,,1.0,,,Duplicated FACS panel,1,,,,1.0,1,"The Lautenberg Center for General and Tumor Immunology, Hebrew University-Hadassah Medical School, Jerusalem 91120, Israel.","[' Jerusalem 91120', ' Israel.']","(31.046051, 34.851612)",[],33.89%,False,hebrew university-hadassah medical school,False
148,"Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen",Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice,Journal of Autoimmunity 32 (2009) 85–93,10.1016/j.jaut.2008.12.003,01/01/09,,,1.0,,Overlapping microscopy images,1,,,,1.0,1,"Section of Endocrinology, Department of Internal Medicine, Yale School of Medicine, New Haven, CT 06520, USA.","[' CT 06520', ' USA.']","(41.3112, -72.9246)",['new haven'],,,,
149,"Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld",Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice,Journal of Autoimmunity 54 (2014) 118-126,10.1016/j.jaut.2014.02.013,01/01/14,,1.0,,,Duplicated microscopy panels,1,02/01/16,,1.0,,1,"The Zabludowicz Center for Autoimmune Diseases, Sheba Medical Center, Affiliated to Sackler Faculty of Medicine, Tel-Aviv University, Israel.","[' Tel-Aviv University', ' Israel.']","(32.1133141, 34.8043877)","['4R73+8Q Tel Aviv-Yafo, Israel']",33.32%,False,tel-aviv university,True
150,"Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan ",Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes,Cytokine 26 (2004) 1-8,10.1016/j.cyto.2003.11.014,01/01/04,,1.0,,,Duplicated blot,1,,,,1.0,1,"Department of Biology, Faculty of Arts & Sciences, American University of Beirut, Beirut, Lebanon. sawkreyd@aub.edu.lb","[' Beirut', ' Lebanon. sawkreyd@aub.edu.lb']","(33.8869, 35.5131)",['beirut'],33.15%,True,american university of beirut,False
151,"Ji-Yong Zhou, Ji-Gang Chen, Jin-Yong Wang, Jian-Xiang Wu, Hui Gong",cDNA cloning and functional analysis of goose interleukin-2 ,Cytokine 30 (2005) 328-338,10.1016/j.cyto.2004.12.015,01/01/05,,,1.0,,Overlapping microscopy,1,,,,1.0,1,"Laboratory of Virology and Immunology, Institute of Preventive Veterinary Medicine, College of Animal Sciences, Zhejiang University, 268 Kaixuan Road, Hangzhou, Zhejiang Province 310029, PR China. jyzhou@zju.edu.cn","[' Zhejiang Province 310029', ' PR China. jyzhou@zju.edu.cn']","(30.25, 120.1675)",['hangzhou'],34.72%,False,college of animal sciences,False
152,"Sarine Markossian, Sawsan Ibrahim Kreydiyyeh",TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2,Cytokine 30 (2005) 319-327,10.1016/j.cyto.2004.11.009,01/01/05,,,,1,"Duplicated bands within blot strips, multiple cases",1,,,,1.0,1,"Department of Biology, Faculty of Arts and Sciences, American University of Beirut, Beirut, Lebanon.","[' Beirut', ' Lebanon.']","(33.8869, 35.5131)",['beirut'],33.15%,True,american university of beirut,False
153,"Hwa-Jeong Lee, Jin-Woo Cho, Sang-Cheol Kim, Kyung-Hwa Kang, Sun-Kyung Lee, Sung-Hee Pi, Suk-Keun Lee, Eun-Cheol Kim",Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human periodontal ligament cells,Cytokine 35 (2006) 67–76,10.1016/j.cyto.2006.07.009,01/01/06,,,,1,"Duplicated lanes within blots, many many case",1,,,,1.0,1,"Department of Oral and Maxillofacial Pathology, College of Dentistry, Wonkwang University, Iksan, Republic of Korea.","[' Iksan', ' Republic of Korea.']","(35.9439, 126.9544)",['iksan'],33.44%,False,college of dentistry,False
154,"Maria de Lujan Alvarez, Ariel D. Quiroga, Marıa Teresa Ronco, Juan Pablo Parody, J. Elena Ochoa, Juan A. Monti, Cristina E. Carnovale, Marıa Cristina Carrillo ",Time-dependent onset of Interferon-a2b-induced apoptosis in isolated hepatocytes from preneoplastic rat livers,Cytokine 36 (2006) 245–253,10.1016/j.cyto.2007.01.002,01/01/06,,,1.0,,Mirrored blot,1,,,,1.0,1,"Instituto de Fisiología Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Bioquímicas y Farmacéuticas, Universidad Nacional de Rosario, Suipacha 570, 2000 Rosario, Argentina.","[' 2000 Rosario', ' Argentina.']","(-32.9503129, -60.63599929999999)","['29X7+VJ Rosario, Santa Fe Province, Argentina']",,,,
155,"Marilena Galdiero, Mariateresa Vitiello, Marina D’Isanto, Katia Raieta, Emilia Galdiero",STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6,Cytokine 36 (2006) 218–228,10.1016/j.cyto.2006.12.003,01/01/06,,1.0,,,Multiple cases of duplicated blots,1,,,,1.0,1,"Department of Public Health, Level 9, 10 Pulteney Street, University of Adelaide, SA 5005, Australia. wang0311@flinders.edu.au","[' SA 5005', ' Australia. wang0311@flinders.edu.au']","(-34.920603, 138.6062277)","['3JH4+QF Adelaide SA, Australia']",34.91%,False,university of adelaide,True
156,"Sawsan Ibrahim Kreydiyyeh, Sarine Markossian ",Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla,Cytokine 33 (2006) 138e144,10.1016/j.cyto.2005.12.007,01/01/06,,1.0,,,Multiple cases of duplicated blots,1,,,,1.0,1,"Department of Biology, Faculty of Arts and Sciences, American University of Beirut, Beirut, Lebanon. sawkreyd@aub.edu.lb","[' Beirut', ' Lebanon. sawkreyd@aub.edu.lb']","(33.8869, 35.5131)",['beirut'],33.15%,True,american university of beirut,False
157,"Deok-Ho Song, Ji-Houn Kang, Geun-Shik Lee, Eui-Bae Jeung, Mhan-Pyo Yang ",Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway,Cytokine 37 (2007) 227–235,10.1016/j.cyto.2007.04.003,01/01/07,,,1.0,,"Duplicated gel, differently cut",1,,,,1.0,1,"Laboratory of Veterinary Internal Medicine, Department of Veterinary Medicine, College of Veterinary Medicine and Research Institute of Veterinary Medicine, Chungbuk National University, Cheongju, Chungbuk 361-763, Republic of Korea.","[' Chungbuk 361-763', ' Republic of Korea.']","(36.6372, 127.4897)",['cheongju'],35.59%,False,college of veterinary medicine and research institute of veterinary medicine,False
158,"Chung-Hsi Hsing, Hsing-Hui Li, Yu-Hsiang Hsu, Chung-Liang Ho, Shih-Sung Chuang, Kuo-Mao Lan, Ming-Shi Chang",The distribution of interleukin-19 in healthy and neoplastic tissue,Cytokine 44 (2008) 221–228,10.1016/j.cyto.2008.06.007,01/01/08,,,1.0,,"Duplicated blot panel, stretched",1,,,,1.0,1,"Department of Medical Research, Chi-Mei Medical Center, Tainan, Taiwan.","[' Tainan', ' Taiwan.']","(22.9833, 120.1833)",['tainan'],,,,
159,"M. Hyzd’alová, J. Hofmanová, J. Pacherník, A. Vaculová, A. KozubíkeSung",The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation,Cytokine 44 (2008) 33–43,10.1016/j.cyto.2008.06.003,01/01/08,,1.0,,,Duplicated blot panel,1,,,,1.0,1,"Department of Cytokinetics, Institute of Biophysics, Academy of Sciences of the Czech Republic, v.v.i., Královopolská 135, CZ-612 65 Brno, Czech Republic.","[' CZ-612 65 Brno', ' Czech Republic.']","(49.2237938, 16.607141)","['6JF4+GV Brno, Czechia']",,,,
160,"Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto",Effects of ethanol on monosodium urate crystal-induced inflammation,Cytokine 42 (2008) 198–204,10.1016/j.cyto.2008.01.001,01/01/08,,1.0,,,Duplicated blot,1,,,,1.0,1,"Research Department, Kantonal Hospital St. Gallen, Switzerland.","[' Kantonal Hospital St. Gallen', ' Switzerland.']",(),[],,,,
161,"Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu",Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome,Cytokine 42 (2008) 222–233,10.1016/j.cyto.2008.02.005,01/01/08,,1.0,,,Duplicated whole figure; very likely error,1,,,,1.0,1,"Department of Nephrology, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou 510080, Guangdong, PR China.","[' Guangdong', ' PR China.']","(23.1291999, 113.303)",[],32.81%,False,sun yat-sen university,False
162,"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,Cytokine 48 (2009) 170–176,10.1016/j.cyto.2009.07.004,01/01/09,,,,1,"Duplicated/mirrored bands, manipulated",1,,,,1.0,1,"Department of Biochemistry and Molecular Biology, University of Texas Medical Branch, Galveston, TX 77555, USA.","[' TX 77555', ' USA.']","(29.2487, -94.891)",['galveston'],35.31%,False,university of texas medical branch,False
163,"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells,Cytokine 46 (2009) 96–99,10.1016/j.cyto.2008.12.021,01/01/09,,,,1,Duplicated lane within blot,1,,,,1.0,1,"Department of Pharmacology, School of Pharmacy, Hoshi University, 2-4-41 Ebara, Shinagawa-ku, Tokyo 142-8501, Japan.","[' Tokyo 142-8501', ' Japan.']","(35.6091973, 139.7303364)",[],32.60%,False,hoshi university,False
164,"Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg",Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells,Cytokine 46 (2009) 72–78,10.1016/j.cyto.2008.12.013,01/01/09,,,1.0,,Mirrored blot,1,,,,1.0,1,"Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology, 88 East Newton St., Boston, MA 02118, USA. ssafaya@bu.edu","[' MA 02118', ' USA. ssafaya@bu.edu']","(42.3188, -71.0846)",['boston'],,,,
165,"Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma",STAT3 induces muscle stem cell differentiation by interaction with myoD,Cytokine 46 (2009) 137–141,10.1016/j.cyto.2008.12.015,01/01/09,,,1.0,,"Overlapping blots, two cases",1,,,,1.0,1,"Department of Hematology and Oncology, The First Hospital, Jilin University, 71 Xinmin Street, Changchun 130021, China.","[' Changchun 130021', ' China.']","(43.8656399, 125.30996)",[],33.66%,False,jilin university,False
166,"Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,Cytokine 49 (2010) 312–318,10.1016/j.cyto.2009.11.020,01/01/10,,,,1,"Duplicated yet altered blots, multiple cases",1,,,,1.0,1,[],[''],(),[],,,,
167,"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,Cytokine 56 (2011) 245–255,10.1016/j.cyto.2011.06.006,01/01/11,,1.0,,,Duplicated negative blot,1,,,,1.0,1,"Department of Craniofacial Biology and the Center for Oral Health Research, Medical University of South Carolina, SC 29425, United States.","[' SC 29425', ' United States.']","(37.09024, -95.712891)",[],33.91%,False,medical university of south carolina,False
168,"Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas Schäffler, Christa Buechler n","Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes",Cytokine 56 (2011) 573–580,10.1016/j.cyto.2011.08.017,01/01/11,,,1.0,,"Two cases of duplicated blots, different exposure",1,06/01/13,,1.0,,1,"Department of Internal Medicine I, Regensburg University Hospital, D-93042 Regensburg, Germany.","[' D-93042 Regensburg', ' Germany.']","(51.165691, 10.451526)",[],37.07%,False,regensburg university hospital,False
169,"Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan",Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury,Cytokine 54 (2011) 305–314,10.1016/j.cyto.2011.02.016,01/01/11,,,1.0,,"Overlapping microscopy, duplicated blots, multiple cases",1,,,,1.0,1,"Department of Gastroenterology, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200025, China. chenping714@yahoo.com.cn","[' Shanghai 200025', ' China. chenping714@yahoo.com.cn']","(31.2131999, 121.46997)",[],33.65%,False,shanghai jiaotong university school of medicine,False
170,"Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,Cytokine 53 (2011) 42–51,10.1016/j.cyto.2010.09.007,01/01/11,,,,1,"Duplication, stretching, what not, the lot",1,,,,1.0,1,[],[''],(),[],,,,
171,"Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,Cytokine 56 (2011) 365–375,10.1016/j.cyto.2011.06.005,01/01/11,,,,1,Duplicated bands in different order,1,,,,1.0,1,"Department of Immunology, Medical College of Chinese People's Armed Police Forces, Tianjin, People's Republic of China. wy68wy68@yahoo.com.cn","[' Tianjin', "" People's Republic of China. wy68wy68@yahoo.com.cn""]","(39.1467, 117.2056)",['tianjin'],33.44%,True,medical college of chinese people's armed police forces,False
172,"Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang","Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway",Cytokine 60 (2012) 360–368,10.1016/j.cyto.2012.04.029,01/01/12,,,,1,"Duplicated blot, lanes within blot",1,,,,1.0,1,[],[''],(),[],,,,
173,"Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa",Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ‘‘six-mix’’ amphiboles and subsequent activation of BEAS-2B cells,Cytokine 60 (2012) 718–730,10.1016/j.cyto.2012.08.025,01/01/12,,1.0,,,Duplicated actin blot,1,06/01/17,,1.0,,1,"Department of Medicine, University of Vermont College of Medicine, Burlington, VT 05405, USA.","[' VT 05405', ' USA.']","(43.3167, -79.8)",['burlington'],36.57%,False,university of vermont college of medicine,False
174,"Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim",Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells,Cytokine 60 (2012) 284–293,10.1016/j.cyto.2012.05.021,01/01/12,,,,1,"Multiple, multiple cases of duplicated lanes within blots/gels",1,,,,1.0,1,[],[''],(),[],,,,
