Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",Lab Size,Publication Rate,Other Journals Published In,1st Author Affiliation University,1st Author Duration of career,1st Author Highest Degree,1st Author Degree Area,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,NearParks,Insititution,Rank,Overall Score,Academic Reputation Score,Citations per Faculty,Faculty Student Ratio,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
"Yan Zhang, Lei Shan, Yaping Hua, Dan Wang, Huawu Zeng, Runhui Liu, Weidong Zhang, Zhenlin Hu",Baicalein Selectively Induces Apoptosis in Activated Lymphocytes and Ameliorates Concanavalin A-Induced Hepatitis in Mice,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69592",10.1371/journal.pone.0069592,01/01/13,,,1,,two sets of duplicated facs panels but different percentages gated points,1,01/26/15,,1,,1,"[nan, 50.0, nan, nan]","[0.12, 0.24, nan, 0.08, 0.25, nan, 0.19, nan, 0.08]","[{'PLoS neglected tropical diseases'}, {'Reviews of modern physics', 'Physical Review B', '农业生物技术学报', 'Langmuir'}, {'IEEE journal of biomedical and health informatics', 'The Journal of Physical Chemistry C'}, {'International Journal of Communication', 'Journal of the American Medical Informatics Association', 'IEEE Journal on Selected areas in Communications'}]","['School of Pharmacy, Second Military Medical University, Shanghai, China', 'School of Pharmacy, Second Military Medical University, Shanghai, China', 'School of Pharmacy, Shanghai JiaoTong University, Shanghai, China', 'School of Pharmacy, Second Military Medical University, Shanghai, China', 'School of Pharmacy, Second Military Medical University, Shanghai, China', 'School of Pharmacy, Second Military Medical University, Shanghai, China', 'School of Pharmacy, Second Military Medical University, Shanghai, China', 'School of Pharmacy, Second Military Medical University, Shanghai, China']",41,,,"["" China'"", ' Shanghai']","(31.1667, 121.4667)","['shanghai', 'china']",33.83%,FALSE,FALSE,Second Military Medical University,,,,,,4.5,-1.9,10.3,,,,,,,
"Zhongpu Chen, Xiaodong Pan, Yuyu Yao, Fengdi Yan, Long Chen, Rong Huang, Genshan Ma",Epigenetic Regulation of Cardiac Progenitor Cells Marker c-kit by Stromal Cell Derived Factor-1a,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69134, doi:10.1371/journal.pone.0069134",10.1371/journal.pone.0069134,01/01/13,,,1,,overlapping microscopy images,1,07/23/14,,1,,1,"[nan, nan, nan, nan]","[0.83, 0.33, nan, nan, 0.02, 0.13, nan]","[{'2018 IEEE 34th International Conference on Data Engineering (ICDE)', 'Proceedings of the 24th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems', 'GeoInformatica', 'International Conference on Database Systems for Advanced Applications'}, {'Journal of computer-aided materials design', 'Applied Physics Letters'}, {'Annals of oncology', 'Chinese Bulletin of Botany'}]","['Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China', 'Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China', 'Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China', 'Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China', 'Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China', 'Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China', 'Department of Cardiology, Zhongda Hospital, Medical School of Southeast University, Nanjing, Jiangsu, China']",6,,,"["" China'"", ' Nanjing', ' Jiangsu']","(32.05, 118.7667)","['nanjing', 'china']",33.67%,FALSE,FALSE,Southeast University,465,25.3,12,63.8,33.6,3.1,-3.1,10.7,,,,7.7,,,
"Akrem Abdulsid, Alexander Fletcher, Fiona Lyall",Heat Shock Protein 27 Is Spatially Distributed in the Human Placenta and Decreased during Labor,"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71127",10.1371/journal.pone.0071127,01/01/13,,,,1,reuse of 2 bands multiple times to create blot panel,1,,1,,,1,"[nan, nan]","[nan, 0.28, nan]",[{'PLoS Computational Biology'}],"['University of Glasgow School of Medicine, Institute of Medical Genetics, Yorkhill Hospital, Glasgow, United Kingdom', 'University of Glasgow School of Medicine, Institute of Medical Genetics, Yorkhill Hospital, Glasgow, United Kingdom', 'University of Glasgow School of Medicine, Institute of Medical Genetics, Yorkhill Hospital, Glasgow, United Kingdom']",,"PhD, MSc, M.B.Ch.B",Medical Genetics Section,"[' Glasgow', "" United Kingdom'""]","(55.8609, -4.2514)",['glasgow'],33.20%,FALSE,TRUE,University of Glasgow,73,95.8,74.4,38.7,59.6,,,,,,,,,,
"Fang Liu, A. Jesse Gore, Julie L. Wilson, Murray Korc",DUSP1 Is a Novel Target for Enhancing Pancreatic Cancer Cell Sensitivity to Gemcitabine,"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e84982",10.1371/journal.pone.0084982,01/01/14,,,1,,"duplicated, and mirrored blots",1,09/15/14,,1,,1,"[50.0, nan, nan]","[nan, nan, nan, 0.11]","[{'Cancer research', 'Journal of Biological Chemistry'}]","['Departments of Medicine, Biochemistry and Molecular Biology, Indiana University School of Medicine, The Melvin and Bren Simon Cancer Center and the Center for Pancreatic Cancer Research, Indianapolis, Indiana, United States of America', 'Departments of Medicine, Biochemistry and Molecular Biology, Indiana University School of Medicine, The Melvin and Bren Simon Cancer Center and the Center for Pancreatic Cancer Research, Indianapolis, Indiana, United States of America', 'Departments of Medicine, Biochemistry and Molecular Biology, Indiana University School of Medicine, The Melvin and Bren Simon Cancer Center and the Center for Pancreatic Cancer Research, Indianapolis, Indiana, United States of America', 'Departments of Medicine, Biochemistry and Molecular Biology, Indiana University School of Medicine, The Melvin and Bren Simon Cancer Center and the Center for Pancreatic Cancer Research, Indianapolis, Indiana, United States of America']",,,,"[' Indiana', ' Indianapolis', "" United States of America'""]","(39.7771, -86.1458)","['indianapolis', 'indiana']",33.95%,FALSE,FALSE,Indiana University,312,26.5,37.8,35.2,33,-1.1,-6.6,5,0,0,,9,,1021.3,
"Jagannath Misra, Dipanjan Chanda, Don-Kyu Kim, Seung-Rye Cho, Seung-Hoi Koo, Chul- Ho Lee, Sung Hoon Back, Hueng-Sik Choi",Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Bound Bzip Transmembrane Transcription Factor CREBH,"PLOS One, January 2014 | Volume 9 | Issue 1 | e86342",10.1371/journal.pone.0086342,01/01/14,,1,,,duplicated (negative) western blot,1,05/06/15,,1,,1,"[nan, 50.0, 50.0, nan]","[nan, 0.26, 0.25, nan, 0.19, 0.31, nan, nan]","[{'Cell metabolism'}, {'Biodesign', 'Science Signaling'}, {'ACS nano'}]","['National Creative Research Initiatives Center for Nuclear Receptor Signals, Hormone Research Center, School of Biological Sciences and Technology, Chonnam National University, Gwangju, Republic of Korea', 'National Creative Research Initiatives Center for Nuclear Receptor Signals, Hormone Research Center, School of Biological Sciences and Technology, Chonnam National University, Gwangju, Republic of Korea', 'National Creative Research Initiatives Center for Nuclear Receptor Signals, Hormone Research Center, School of Biological Sciences and Technology, Chonnam National University, Gwangju, Republic of Korea', 'National Creative Research Initiatives Center for Nuclear Receptor Signals, Hormone Research Center, School of Biological Sciences and Technology, Chonnam National University, Gwangju, Republic of Korea', 'Division of Life Sciences, College of Life Sciences and Biotechnology, Korea University, Seoul, Republic of Korea', 'Korea Research Institute of Bioscience and Biotechnology, Daejeon, Republic of Korea', 'School of Biological Sciences, University of Ulsan, Ulsan, South Korea', 'National Creative Research Initiatives Center for Nuclear Receptor Signals, Hormone Research Center, School of Biological Sciences and Technology, Chonnam National University, Gwangju, Republic of Korea', 'Research Institute of Medical Sciences, Department of Biomedical Sciences, Chonnam National University Medical School, Gwangju, Republic of Korea']",,,,"["" Republic of Korea'"", ' Ulsan', ' Daejeon', ' Gwangju', "" South Korea'"", ' Seoul']","(35.1667, 126.9167)","['gwangju', 'seoul', 'daejeon', 'ulsan']",34.31%,FALSE,FALSE,Chonnam National University,756,2.4,9.2,15.8,40.1,,,,,,,,,,
"Trent Fowler, Payel Ghatak, David H. Price, Ronald Conaway, Joan Conaway, Cheng-Ming Chiang, James E. Bradner, Ali Shilatifard, Ananda L. Roy",Regulation of MYC Expression and Differential JQ1 Sensitivity in Cancer Cells,"PLOS One, January 2014 | Volume 9 | Issue 1 | e87003",10.1371/journal.pone.0087003,01/01/14,,,1,,"duplicated, and stretched blot",1,04/22/15,,1,,1,"[nan, nan, nan, nan]","[nan, 0.23, 0.1, nan, 0.17, 0.24, nan, 0.16, 0.13]","[{'PloS one', 'PLoS One'}, {'Journal of cell science'}, {'应用心理学', 'Advances in Psychological Science'}, {'Molecular and cellular biology', 'Science Education', 'Epigenetics and Cancer', 'Leukemia'}, {'The FEBS journal'}]","['Department of Developmental, Molecular and Chemical Biology, Tufts University School of Medicine, Boston, Massachusetts, United States of America', 'Department of Developmental, Molecular and Chemical Biology, Tufts University School of Medicine, Boston, Massachusetts, United States of America', 'Biochemistry Department, University of Iowa, Iowa City, Iowa, United States of America', 'Stowers Institute for Medical Research, Kansas City, Missouri, United States of America', 'Stowers Institute for Medical Research, Kansas City, Missouri, United States of America', 'Simmons Comprehensive Cancer Center, University of Texas Southwestern Medical Center, Dallas, Texas, United States of America', 'Dana Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts, United States of America', 'Stowers Institute for Medical Research, Kansas City, Missouri, United States of America', 'Department of Developmental, Molecular and Chemical Biology, Tufts University School of Medicine, Boston, Massachusetts, United States of America', 'Program in Genetics, Sackler School of Biomedical Science, Tufts University School of Medicine, Boston, Massachusetts, United States of America', 'Program in Immunology, Sackler School of Biomedical Science, Tufts University School of Medicine, Boston, Massachusetts, United States of America']",,,,"[' Texas', "" United States of America'"", ' Iowa City', ' Missouri', ' Boston', ' Massachusetts', ' Iowa', "" 'Simmons Comprehensive Cancer Center"", ' Kansas City', ' Dallas']","(42.3188, -71.0846)","['boston', 'iowa city', 'kansas city', 'dallas']",33.15%,FALSE,FALSE,Tufts University,278,17.8,19.6,50.7,73.9,-4.4,-7.1,-1.6,0,0,291,15.1,,1026.8,505
"Mojca Jez, Sakthikumar Ambady, Olga Kashpur, Alexandra Grella, Christopher Malcuit, Lucy Vilner, Primoz Rozman, Tanja Dominko",Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells,"PLOS One, February 2014 | Volume 9 | Issue 2 | e89546",10.1371/journal.pone.0089546,01/01/14,1,,1,,"Duplicated, and shifted GAPDH gel panel",1,07/28/14,,1,,1,"[50.0, nan, 17.0, nan]","[nan, 0.18, 0.38, nan, nan, nan, 0.19, 0.17]","[{'PloS one', 'Stem Cell Research & Therapy'}, {'PloS one'}, {'Theriogenology'}]","['Blood Transfusion Centre of Slovenia, Ljubljana, Slovenia', 'Department of Biomedical Engineering, Worcester Polytechnic Institute, Worcester, Massachusetts, United States of America', 'Department of Biology and Biotechnology, Worcester Polytechnic Institute, Worcester, Massachusetts, United States of America', 'Department of Biology and Biotechnology, Worcester Polytechnic Institute, Worcester, Massachusetts, United States of America', 'Bioengineering Institute, Worcester Polytechnic Institute, Worcester, Massachusetts, United States of America', 'CellThera, Inc., Worcester, Massachusetts, United States of America', 'CellThera, Inc., Worcester, Massachusetts, United States of America', 'Blood Transfusion Centre of Slovenia, Ljubljana, Slovenia', 'Department of Biology and Biotechnology, Worcester Polytechnic Institute, Worcester, Massachusetts, United States of America', 'Bioengineering Institute, Worcester Polytechnic Institute, Worcester, Massachusetts, United States of America', 'CellThera, Inc., Worcester, Massachusetts, United States of America']",,PhD,Transfusion Medicine,"["" United States of America'"", ' Worcester', "" Slovenia'"", ' Inc.', ' Massachusetts', ' Ljubljana', "" 'CellThera""]","(46.05, 14.5167)","['ljubljana', 'worcester']",,,,Worcester Polytechnic Institute,799,9.6,3.8,35.3,17.9,4.8,4.1,6.1,0,,,1.8,,,
"Zhenni Zhang, Jianrui Lv, Xiaoming Lei, Siyuan Li, Yong Zhang, Lihua Meng, Rongliang Xue, Zongfang Li",Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway,"PLOS One, February 2014 | Volume 9 | Issue 2 | e90318",10.1371/journal.pone.0090318,01/01/14,,,1,,Mirrored blot panels representing different proteins,1,07/25/16,1,,,1,"[nan, nan, nan, 50.0]","[nan, nan, 0.62, 0.42, 0.14, nan, nan, nan]","[{'Physical Review D', 'Topics in Higgs phenomenology and holographic complexity', 'Journal of High Energy Physics', 'arXiv preprint arXiv:2201.04639'}, {""Your friends like it. Do you?: examining social recommendation system's effects on consumer preference similarity""}]","[""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Anesthesia Department, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""National-Local Joint Engineering Research Center of Biodiagnostics & Biotherapy, Xi'an Jiaotong University, Xi'an, P. R. China"", ""Key Laboratory of Environment and Genes Related to Diseases of the Education Ministry, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China"", ""General Surgeon Department of Cadre's Ward, the Second Affiliated Hospital, School of Medicine, Xi'an Jiaotong University, Xi'an, P. R. China""]",,,,"[' P. R. China""', "" Xi'an""]","(34.250803, 108.983693)","[""7X2M+8F Beilin, Xi'An, Shaanxi, China""]",33.63%,FALSE,TRUE,Xi'an Jiaotong University,290,35.1,23.1,80.2,25.4,0.9,-2.1,11.7,,,278,5.9,,,
"Christophe Broca,  Elodie Varin, Mathieu Armanet, Cécile Tourrel-Cuzin, Domenico Bosco,  Stéphane Dalle, Anne Wojtusciszyn",Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066",10.1371/journal.pone.0092066,01/01/14,,,1,,duplicated/reused actin blot panels,1,07/07/14,,1,,1,"[50.0, 50.0, 50.0, nan]","[nan, 0.42, nan, 0.14, 0.28]",[{'Stem cell research & therapy'}],"['CNRS UMR 5203, INSERM U661, and Montpellier 1 & 2 University, Institute of Functional Genomics, Montpellier, France', 'Laboratory for Diabetes Cell Therapy, Institute for Research in Biotherapy, University Hospital St-Eloi, Montpellier, France', 'CNRS UMR 5203, INSERM U661, and Montpellier 1 & 2 University, Institute of Functional Genomics, Montpellier, France', 'Laboratory for Diabetes Cell Therapy, Institute for Research in Biotherapy, University Hospital St-Eloi, Montpellier, France', 'Laboratory for Diabetes Cell Therapy, Institute for Research in Biotherapy, University Hospital St-Eloi, Montpellier, France', 'B2PE Laboratory (Biology & Pathology of Endocrine Pancreas), BFA Unit, Univ. Paris-Diderot, CNRS EAC4413, Paris, France', 'Cell Isolation and Transplantation Center, Department of Surgery, Geneva University Hospitals and University of Geneva, Geneva, Switzerland', 'CNRS UMR 5203, INSERM U661, and Montpellier 1 & 2 University, Institute of Functional Genomics, Montpellier, France', 'Laboratory for Diabetes Cell Therapy, Institute for Research in Biotherapy, University Hospital St-Eloi, Montpellier, France', 'CNRS UMR 5203, INSERM U661, and Montpellier 1 & 2 University, Institute of Functional Genomics, Montpellier, France', 'Laboratory for Diabetes Cell Therapy, Institute for Research in Biotherapy, University Hospital St-Eloi, Montpellier, France', 'Department of Endocrinology-Diabetes-Nutrition, University Hospital Lapeyronie, Montpellier, France']",,,Cell Biology,"[' Univ. Paris-Diderot', ' BFA Unit', ' Montpellier', ' Geneva', "" Switzerland'"", ' CNRS EAC4413', ' Paris', "" 'CNRS UMR 5203"", "" France'"", ""'CNRS UMR 5203"", "" 'Cell Isolation and Transplantation Center"", ' INSERM U661']","(43.6119, 3.8772)","['montpellier', 'paris', 'geneva']",34.04%,FALSE,FALSE,Montpellier 1 & 2 University,,,,,,9.6,7.3,13.2,0,,47,12.9,,1016.6,
"Sylwia Flis, Agnieszka Gnyszka, Krzysztof Flis",DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells,"PLOS One, March 2014 | Volume 9 | Issue 3 | e92305",10.1371/journal.pone.0092305,01/01/14,,,1,,Duplicated lanes within different panels - but representing same conditions,1,08/18/14,,1,,1,"[nan, nan, nan, nan]","[nan, nan, nan]",[],"['Department of Pharmacology, National Medicines Institute, Warsaw, Poland', 'Department of Pharmacology, National Medicines Institute, Warsaw, Poland', 'Department of Genetics, Institute of Biochemistry and Biophysics, Polish Academy of Sciences, Warsaw, Poland']",,PhD,,"[' Warsaw', "" Poland'""]","(52.2167, 21.0333)","['warsaw', 'poland']",,,,National Medicines Institute,,,,,,1.4,0.7,2.2,0,,135,9.8,,1020.7,
"Takaharu Nakayoshi, Ken-ichiro Sasaki, Hidemi Kajimoto, Hiroshi Koiwaya, Masanori Ohtsuka, Takafumi Ueno, Hidetoshi Chibana, Naoki Itaya, Masahiro Sasaki, Shinji Yokoyama, Yoshihiro Fukumoto, Tsutomu Imaizumi",FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92626",10.1371/journal.pone.0092626,01/01/14,,,1,,Mirrored microscopy image,1,04/27/15,,1,,1,"[50.0, nan, nan, nan]","[nan, nan, nan, nan, nan, 0.17, nan, nan, 0.2, nan, nan, nan]",[{'広島大学大学院文学研究科論集'}],"['Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'The Cardiovascular Research Institute, Kurume University, Fukuoka, Japan', 'The Cardiovascular Research Institute, Kurume University, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan', 'International University of Health and Welfare, Fukuoka, Japan']",,,Department of Internal Medicine,"[' Fukuoka', "" Japan'""]","(33.6, 130.4167)",['fukuoka'],33.81%,TRUE,FALSE,Kurume University School of Medicine,,,,,,10.6,7,12,0,,,13.2,,,
"Yuri Churin, Martin Roderfeld, Johannes Stiefel, Tilman Wu r_ ger, Dirk Schro __ er, Tomomitsu Matono, Hans-Joachim Mollenkopf, Roberta Montalbano, Malvika Pompaiah, Kurt Reifenberg5, Daniel Zahner, Matthias Ocker, Wolfram Gerlich, Dieter Glebe, Elke Roeb",Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background,"PLOS One, March 2014 | Volume 9 | Issue 3 | e90608",10.1371/journal.pone.0090608,01/01/14,1,1,,,"Duplicated actin blot panel but different experiments, cuts in panels",1,05/01/15,,1,,1,"[50.0, 50.0, nan, nan]","[nan, nan, nan, nan, nan, nan, 0.17, nan, nan, nan, nan, nan, nan, nan, nan, 0.07]","[{'Current Biology'}, {'IEEE Journal of Quantum Electronics', 'Physical Review A'}]","['Department of Gastroenterology, Justus Liebig University, Giessen, Germany', 'Department of Gastroenterology, Justus Liebig University, Giessen, Germany', 'Department of Gastroenterology, Justus Liebig University, Giessen, Germany', 'Department of Gastroenterology, Justus Liebig University, Giessen, Germany', 'Department of Gastroenterology, Justus Liebig University, Giessen, Germany', 'Department of Gastroenterology, Justus Liebig University, Giessen, Germany', 'Core Facility Microarray, Max Planck Institute for Infection Biology, Berlin, Germany', 'Institute for Surgical Research, Philipps University of Marburg, Marburg, Germany', 'Department of Molecular Biology, Max Planck Institute for Infection Biology, Berlin, Germany', 'Central Laboratory Animal Facility, Johannes Gutenberg University, Mainz, Germany', 'Division of Animal Welfare and Ethology, Justus Liebig University, Giessen, Germany', 'Institute for Surgical Research, Philipps University of Marburg, Marburg, Germany', 'Institute of Medical Virology, National Reference Centre for Hepatitis B and D Viruses, Justus Liebig University, Giessen, Germany', 'Institute of Medical Virology, National Reference Centre for Hepatitis B and D Viruses, Justus Liebig University, Giessen, Germany', 'Department of Gastroenterology, Justus Liebig University, Giessen, Germany']",,,Molecular Biological Techniques,"["" 'Core Facility Microarray"", ' Berlin', ' Marburg', "" Germany'"", ' Giessen', ' Mainz']","(52.5167, 13.3833)","['berlin', 'marburg', 'mainz']",34.99%,FALSE,FALSE,Justus Liebig University,490,24.3,12,87.2,1.5,1.1,-1,4,0,0,162,11.2,25.9,1013.5,18
"Chuan Li, Cheng Wang, Lingxue Meng, Jiewen Xing, Tianya Wang, Hua Yang, Yingyin Yao, Huiru Peng, Zhaorong Hu, Qixin Sun, Zhongfu Ni",Ectopic Expression of a Maize Hybrid Down-Regulated Gene ZmARF25 Decreases Organ Size by Affecting Cellular Proliferation in Arabidopsis,"PLOS One, April 2014 | Volume 9 | Issue 4 | e94830",10.1371/journal.pone.0094830,01/01/14,,,,1,"Manipulated plant images, duplication of seeds, manipulated leaves",1,05/12/16,1,,,1,"[nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 0.15, 0.56, nan, 0.45, nan, nan]","[{'Plant Physiology', 'The Plant Cell'}]","['State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China', 'State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China', 'National Plant Gene Research Centre (Beijing), Beijing, China']",,,Molecular Biology,"[' Beijing', "" China'""]","(39.905, 116.3914)","['beijing', 'china']",33.52%,FALSE,FALSE,China Agricultural University,612,1.5,8,55.2,23.4,3.8,-1.2,12.8,,,,12.8,,,
"Gail Doughton, Jun Wei, Nicolas Tapon, Melanie J. Welham, Andrew D. Chalmers",Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr/ Erk Signalling,"PLOS One, April 2014 | Volume 9 | Issue 4 | e95434",10.1371/journal.pone.0095434,01/01/14,,,1,,"Duplicated compressed blots, overlapping microscopy",1,,,1,,1,"[nan, 50.0, nan, nan]","[nan, 0.19, 0.19, nan, nan]","[{'Mobile agents in networking and distributed computing'}, {'Endocrine Abstracts', 'Developmental cell'}]","['Department of Biology and Biochemistry and the Centre for Regenerative Medicine, University of Bath, Bath, United Kingdom', 'Department of Pharmacy and Pharmacology and the Centre for Regenerative Medicine, University of Bath, Bath, United Kingdom', 'Department of Biology and Biochemistry and the Centre for Regenerative Medicine, University of Bath, Bath, United Kingdom', 'Apoptosis and Proliferation Control Laboratory, Cancer Research UK, London Research Institute, London, United Kingdom', 'Department of Pharmacy and Pharmacology and the Centre for Regenerative Medicine, University of Bath, Bath, United Kingdom', 'Department of Biology and Biochemistry and the Centre for Regenerative Medicine, University of Bath, Bath, United Kingdom']",,,,"[' Bath', ' London', "" United Kingdom'""]","(51.38, -2.36)","['bath', 'london']",35.51%,FALSE,TRUE,University of Bath,168,98.7,34.8,63.3,22.4,7.9,4.5,10.5,5.8,,176,24.5,,989.6,
