author,title,publish_place
 Hiroshi Asakura,362 Improved Respiratory Gated CT Scan Method,N/A
 Hiroshi Asakura,Study for clinical utility of PULC,Nature Reviews Genetics
 Testuya Ikeda,A future perspective of enhancing coping capacity to flood disasters in Japan by utilizing Flood Hazard Maps,Journal of the Japan Society of Hydrology & Water Resources
 Testuya Ikeda,Evaluation of the effects by implementing and improving the ‘F lood H azard M apping T raining C ourse’,Journal of Flood Risk Management
 Testuya Ikeda,SUMMARY OF TRAINING COURSE ON'FLOOD HAZARD MAPPING',N/A
 Testuya Ikeda,"SS6-4 SUMMARY OF TRAINING COURSE ON"" FLOOD HAZARD MAPPING""",N/A
 Testuya Ikeda,"World Water Actions. Summary and recommendations.(Documento del Tercer Congreso Mundial del Agua, realizado en Kyoto, 16-23 de Marzo 2003)..",N/A
 Chihiro Sasakawa,Escape of intracellular Shigella from autophagy,Science
 Kwok-Hung Chan,Chronic Lateral Ankle Pain–Overcrowding Due To Peroneus Quartus Muscle.,N/A
 Kwok-Hung Chan,"Comparative analytical evaluation of six rapid influenza A antigen detection test kits for detection of influenza A subtypes H1N1, H3N2 and H5N1",Journal of clinical virology
 Kwok-Hung Chan,Direct Detection of Rifampin-Resistant,Journal of clinical microbiology
 Kwok-Hung Chan,Quasi-static Computational Electromagnetic Analysis for Dosimetry in Grounded and Ungrounded Body due to Contact Current,N/A
 Kwok-Hung Chan,Human Parainfluenza Virus 4 Outbreak and,Journal of clinical microbiology
 Hiroshi Yamasaki,"Published Ahead-of-Print-Last Updated: January 13, 2021",N/A
 Hiroshi Yamasaki,SNP Communication,"2004 International Conference on Communications, Circuits and Systems (IEEE Cat. No. 04EX914)"
 Hiroshi Yamasaki,SNP Communication A Major Genotype in UDP-glucuronosyltransferase 2B15,N/A
 Hiroshi Yamasaki,SNP Communication Twenty One Novel Single Nucleotide Polymorphisms (SNPs) of the CYP2A6 Gene in Japanese and Caucasians,Drug metabolism and pharmacokinetics
 Hiroshi Yamasaki,Genetic polymorphisms of Drug metabolizing enzymes,The pharmacogenomics journal
 Ning Xiao,SiN-based Meta-hologram Combining Up-conversion Nanoparticles,Asia Communications and Photonics Conference
 Ning Xiao,Effects of Laser Micro-Machining on LED's Luminous Performance,2017 Asia Communications and Photonics Conference (ACP)
 Ning Xiao,LED holographic imaging by spatial-domain diffraction computation of textured models,"Holography, Diffractive Optics, and Applications VI"
 Ning Xiao,Spatial-Domain Computer Generated Holographic Three-Dimensional Display,N/A
 Naoki Sato,A novel three-dimensional/four-dimensional ultrasound analysis of the effect of the transfer position in in vitro fertilization and embryo transfer on the pregnancy rate,秋田医学
 Naoki Sato,Cesarean scar caseating granuloma: a case of vesicouterine fistula 30 years after cesarean section,Clinical Case Reports
 Naoki Sato,マウス着床前期胚における HtrA2/Omi の発現とアポトーシスおよびフラグメンテーションへの関与に関する研究,N/A
 Naoki Sato,マウス着床前期胚における leptin の発育促進作用について,N/A
 Naoki Sato,Unique Doppler velocimetry findings in heart failure of a fetus with giant cardiac rhabdomyoma,Journal of obstetrics and gynaecology research
 Renaud Piarroux,Actualités dans les pneumopathies d'hypersensibilité (PHS) en milieu rural,N/A
 Renaud Piarroux,MALDI-TOF,Molecular biotechnology
 Renaud Piarroux,MALARIA DE LOS PRIMATES NO HUMANOS,ZOONOSIS Y ENFERMEDADES TRANSMISIBLES COMUNES AL HOMBRE YA LOS ANIMALES
 Renaud Piarroux,Antimony Molecular Resistance Markers in Leishmania Field Isolates Collected in the Maghreb and Southern France: A Geography-and Species-Associated Mosaic.,Fakhri JEDDI
 Renaud Piarroux,"Magali Gautier, Justin Michel, Anne-Cécile Normand, Carole Cassagne",N/A
 Akira Ito,奈良春日山カナクギノキに歪んだ性比をもたらすシカの摂食庄,N/A
 Akira Ito,ナギの種子落下速度 (御蓋山ナギの分布域拡大 3),N/A
 Akira Ito,"Construction of a gene-data bank of tropical rainforest tree species in Sarawak, Malaysia",Tropics
 Akira Ito,御蓋山のナギとイヌガシの個体群構造,N/A
 Akira Ito,壊滅的森林撹乱が引き起こすアレロバシーの予測 (御蓋山ナギの分布域拡大 2),N/A
 Laura Garci_a,A Genetic Risk Score Predicts Recurrent Events After Myocardial Infarction in Young Adults,Revista Española de Cardiología (English Edition)
 Laura Garci_a,Traditional Chinese Medicine in Cancer: Recent Progress in Animal Studies,Journal of Traditional and Complementary Medicine
 Laura Garci_a,Sainz B Jr,N/A
 Laura Garci_a,Prostaglandins induce early growth response 1 transcription factor mediated microsomal prostaglandin E,Oncotarget
 Laura Garci_a,Li Yuspa SHandKazanietzMG (2000) InvolvementofproteinkinaseCdelta (PKCdelta) in phorbol ester-induced apoptosis in LNCaP prostate cancer cells. Lack of proteolytic cleavage of …,Journal of Biological Chemistry
 Olga Hidalgo,Ejecución académica básica de mujeres adultas mayores en proceso de alfabetización,N/A
 Olga Hidalgo,Mejora escolar mediante el proyecto ético de vida,N/A
 Olga Hidalgo,Evaluación para transformar: función formadora.,N/A
 Olga Hidalgo,Desarrollo Sostenible en Profesionales de la Educación desde el Enfoque Socioformativo.,N/A
 Olga Hidalgo,"ALFABETIZACIÓN TECNOLÓGICA, NECESARIA PARA LA SOCIEDAD DEL CONOCIMIENTO",N/A
 Jos L. Prez,Marcadores Predictivos o Pronósticos,Actas urológicas españolas
 Jos L. Prez,ACTUALIZACIÓN DE INMUNOTERAPIA EN CÁNCER RENAL,N/A
 Jos L. Prez,QUIMIOTERAPIA Y NUEVOS FÁRMACOS EN INVESTIGACIÓN EN LA ENFERMEDAD AVANZADA HORMONOSENSIBLE: INHIBIDORES DE LA SÍNTESIS DE ANDRÓGENOS,Ponencias y Comunicaciones
 Jos L. Prez,Poster Title,Oncol
 Jos L. Prez,非小细胞肺癌患者的细胞学染色涂片中表皮生长因子受体和 K-Ras 突变状态的评估： 与临床转归的相关性,N/A
 David R. Smith,design guide,Learning to solve problems: An instructional design guide
 David R. Smith,"Mesenchymal stem cells loaded with p5, from p35, Inhibit calcium-induced CDK5 Activation in Endothelial Cells",N/A
 David R. Smith,Command Generation for Planetary Rovers Using Virtual Reality,"Artificial Intelligence, Robotics and Automation in Space"
 David R. Smith,A Big or Divided Society?,"Final Recommendations and Report of the Panel Review into the Coalition Government Policy on Gypsies and Travellers, Travellers Aid Trust, Carmarthenshire"
 David R. Smith,The Concept of Hope in Family Caregivers of Cancer,Journal of Hospice & Palliative Nursing
 Rahmah Noordin,In vitro antiparasitic activity of Root Extracts Eurycoma longifolia,N/A
 Rahmah Noordin,Analysis Of Entamoeba Histolytica Antigens For Improved Diagnosis Of Amoebiasis,The American journal of tropical medicine and hygiene
 Rahmah Noordin,An in-vivo induced antigen of Toxoplasma gondii with high sensitivity and specificity for detection of anti-Toxoplasma IgM antibodies,N/A
 Rahmah Noordin,Use of prednisolone to aid propagation,N/A
 Rahmah Noordin,Production and Confirmation of Monoclonal Antibody against IgG4 Hinge Region Recombinant Protein,Analytical biochemistry
 Peyman Keyhanvar,MITRAL VALVE PROLAPSE AND GIANT CORONARY ARTERY ANEURYSMS (SCASE REPORT),Iranian Heart Journal
 Peyman Keyhanvar,Human Adipocyte Derived Mesenchymal Stem cell supports keratinocyte growth in a modified Collagen-Hyalorunic acid matrix,BONE MARROW TRANSPLANTATION
 Peyman Keyhanvar,"Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells (vol 2013, 582526, 2013)",BioMed Research International
 Peyman Keyhanvar,Nanoneurology; An Applied Categorizing of Nanotechnology Potentials in Neurology Improvement,The Handbook of Nanomedicine
 Peyman Keyhanvar,P98-Human Adipocyte Derived Mesenchymal Stromal Cell Supports Keratinocyte Growth in a Modified Collagen-Hyalorunic Acid Matrix,N/A
 Alireza Shoae-Hassani,"Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells (vol 2013, 582526, 2013)",BioMed Research International
 Alireza Shoae-Hassani,O6-Regenerative Medicine: From Past to Present and the Future,N/A
 Alireza Shoae-Hassani,Utilization of Lambda bacteriophage as an Apoptin effective delivery platform to the BT-474 human breast carcinoma.,N/A
 Alireza Shoae-Hassani,Activation of Natural killer cells with interleukin 21 in the treatment of preclinical Neuroblastoma model,N/A
 Alireza Shoae-Hassani,P98-Human Adipocyte Derived Mesenchymal Stromal Cell Supports Keratinocyte Growth in a Modified Collagen-Hyalorunic Acid Matrix,N/A
 Amir Darbandi-Azar,Prevention of kidney injury after myocardial ischemia reperfusion is achievable with short-term protein restriction,Journal of Renal Injury Prevention
 Amir Darbandi-Azar,Does Continuous ELF-EMF Exposure Harms Liver Tissue? A Microscopic Assay,N/A
 Amir Darbandi-Azar,"Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells (vol 2013, 582526, 2013)",BioMed Research International
 Amir Darbandi-Azar,Hepatic Radioembolisation of Yttrium-90 Microspheres in Animal Model,International Journal of Radiation Oncology* Biology* Physics
 Amir Darbandi-Azar,SuS,N/A
 Asli Semiz,"Genetic polymorphisms of drug-metabolizing enzymes CYP2C9, CYP2D6, and CYP3A4 in the Turkish population",N/A
 Asli Semiz,Antioxidant and chemoprotective properties of Momordica charantia L.,African journal of Biotechnology
 Asli Semiz,Effects of metals and detergents on biotransformation and detoxification,Ecotoxicology and Environmental Safety
 Asli Semiz,Protective effects of annual nettle against chemical carcinogens,N/A
 Asli Semiz,Biochemical characterization and distribution of glutathione,Biochemistry (Moscow)
 Serdar Karakurt,INHIBITORY EFFECT OF TANNIC ACID ON GLUTATHIONE S-TRANSFERASE ACTIVITY IN RABBIT LIVER AND KIDNEY,DRUG METABOLISM REVIEWS
 Serdar Karakurt,Antioxidant activity of fresh and fermented fruits of Viburnum opulus and comparison of their phenolic and organic acid contents by HPLC,N/A
 Serdar Karakurt,Cytotoxic potential of Viburnum opulus against human colorectal carcinoma,N/A
 Serdar Karakurt,Regulation of cell cycle and apoptosis of human colorectal carcinoma cells via Viburnum opulus,N/A
 Orhan Adali,Genetic polymorphisms of thiopurine methyltransferase enzyme in children with acute lympoblastic leukemia in Turkish population: A preliminary study on TPMT* 3A and TPMT* 3C …,American journal of hematology
 Orhan Adali,Diabetes potentiates metabolic activation of procarcinogen nitrosodimethylamine not only in rabbit liver but also in lung and kidney,DRUG METABOLISM REVIEWS
 Orhan Adali,Characterization and Structure-Function Studies of Human Liver Flavin Monooxygenase Isozyme 3 (FMO3),Turkish Journal of Zoology
 Orhan Adali,"BIOLOGICAL OXIDATIONS: FREE RADICALS, NITRIC OXIDE, ANTIOXIDANTS, AND P450 REACTIONS-Modulation of Human Flavin-Containing Monooxygenase 3 Activity by Tricyclic Antidepressants …",Archives of Biochemistry and Biophysics
 Orhan Adali,Effects of pyridine on rabbit liver and lung microsomal N-nitrosodimethylamine N-demethylase and aniline 4-hydroxylase enzyme activities,Toxicology Letters
 Alaattin Sen,"pyrene (B (a) P] on fish liver microsomal MFO enzymes were investigated. B (a) was administered, 25 mg per kg body weight per day for five consecutive days",N/A
 Alaattin Sen,"Effects of benzocaine, benzene and benzon (A) pyrene on gilthead seabream (sparus aurata; sparidae) liver microsomal mixed-function oxidase system",N/A
 Alaattin Sen,"Evaluation of Anti-inflammatory Effect of Novel Fingolimod Based Compound F1-12h in SH-SY5Y, SK-N-SH and U-118MG Cells for the Efficancy in Multiple Sclerosis",N/A
 Alaattin Sen,"Gupta, RP, 73",Thorax
 Alaattin Sen,collected from polluted rivers in Bulgaria and Turkey–preliminary results,N/A
 Q-Schick Auh,Expression of Clusterin in the Salivary Gland under Restraint Stress,Journal of Oral Medicine and Pain
 Q-Schick Auh,구속 스트레스에 의한 타액선 조직내의 Clusterin 발현,N/A
 Q-Schick Auh,KOREAN JOURNAL OF ORAL MEDICINE,N/A
 Q-Schick Auh,KOREAN JOURNAL OF ORAL MEDICINE,N/A
 Q-Schick Auh,KOREAN JOURNAL OF ORAL MEDICINE,N/A
 Seung-Ho Lee,Core 3 O-glycan synthase suppresses tumor formation and metastasis of prostate carcinoma Cells through downregulation of alpha 2 beta 1 integrin complex,Journal of Biological Chemistry
 Seung-Ho Lee,Optimization of Quantification Method of Ergotioneine in Pleurotus eryngii var. ferulae and Its Anti-Oxidant Activity,Journal of the Society of Cosmetic Scientists of Korea
 Seung-Ho Lee,Validation of Stem-loop RT-qPCR Method on the Pharmacokinetic Analysis of siRNA Therapeutics,Journal of Life Science
 Seung-Ho Lee,Expression of recombinant anti-colorectal cancer mAb CO17-1A in SWT4 insect cells,N/A
 Seung-Ho Lee,Enzymatic production and expression of shRNAmir30 from cDNAs,Genes & Genomics
 Rossana Arroyoi,Corrigendum to “α-Actinin TvACTN3 of Trichomonas vaginalis Is an RNA-Binding Protein That Could Participate in Its Posttranscriptional Iron Regulatory Mechanism”,N/A
 Rossana Arroyoi,ACIDOSIS INDUCES CHANGES ON SCAVENGER RECEPTORS EXPRESSION PATTERN OF GLIAL CELLS: EFFECT ON CELL ADHESION AND PHAGOCYTOSIS OF ABETA,GLIA
 Rossana Arroyoi,"Identification, characterization and cloning of Entamoeba histolytica adhesins: Their potential use in diagnosis",N/A
 Rossana Arroyoi,"Identification and characterization of a surface-associated, subtilisin-like serine protease in Trichomonas vaginalis",Parasitology
 Rossana Arroyoi,The struggle for iron-Pathogen vs host-web,N/A
 Yafeng Wang,Minimum Energy Adaptive Structures,Structural and Multidisciplinary Optimization
 Yafeng Wang,Minimum Energy Adaptive Structures–All-In-One Problem Implementation,IASS Symposium 2019 & Structural Membranes 2019-Form and Force
 Yafeng Wang,Topology-finding of Tensegrity Structures Considering Stability Condition,N/A
 Yafeng Wang,Finding generalized and customized tensegrity systems by MILP-based topology optimization,Proceedings of IASS Annual Symposia
 Yafeng Wang,Topology-Finding of Tensegrity Structures Based on Ground Structure Method,Journal of Structural Engineering
 Yubing Zhou,Proteomic mapping of ER-PM junctions in living HEK293 cells,N/A
 Yubing Zhou,Assay for orai calcium channel regulators,Science
 Yubing Zhou,Exploring the Role of Calcium Ions in Biological Systems by Computational Prediction and Protein Engineering,N/A
 Yubing Zhou,This journal is© The Royal Society of Chemistry and Owner Societies 2016,N/A
 Yubing Zhou,in living HEK293 cells,Analytical chemistry
 Jingmin Zhang,Community detection via closure extension,International Journal of Modern Physics C
 Ning Wang,Transition from Solid-like to Fluid-like Behavior of the Cytoskeleton: The Role of Contractile Stress,Journal of Applied Physiology
 Ning Wang,Supplementary Information for Cell material property dictates stress-induced spreading and differentiation in embryonic stem cells,N/A
 Ning Wang,Round Table: Future of Cellular and Molecular Bioengineering and SPRBM,N/A
 Ning Wang,Mechanics and Mechanotransduction of Adherent Cells,Mechanics and Mechanotransduction of Adherent Cells: A Compendium of Atomic Force Microscopy Studies
 Ning Wang,STRESS DISTRIBUTION IN THE CYTOSKELETON,N/A
 Jinhua Jiang,一般概率分布下考虑预防性维修的 ADC 模型可信赖度,信息與控制
 Jinhua Jiang,Compress-and-Forward Performance in Low-SNR Relay Channels,arXiv preprint arXiv:1003.0735
 Jinhua Jiang,Asymptotic capacity of randomly-failing relay networks with DF strategy,"2009 47th Annual Allerton Conference on Communication, Control, and Computing (Allerton)"
 Jinhua Jiang,Utilizing Particle System to simulate airflow of laneway in underground mine environment,2009 17th International Conference on Geoinformatics
 Jinhua Jiang,An open add-on study on cyclophosphamide in patients with refractory myasthenic crisis,JOURNAL-MEDICAL COLLEGES OF PLA-ENGLISH EDITION-
 Fang Ma,Signatures of bosonic Landau levels in a finite-momentum superconductor,Nature
 Fang Ma,Quantitative studies of the critical regime near the superfluid-to-Mott-insulator transition,Physical Review A
 Fang Ma,Microscopic structure of three-dimensional charge order in kagome superconductor AV3Sb5 and its tunability,arXiv preprint arXiv:2202.01902
 Fang Ma,Multi-scale Theoretical Modeling of Twisted Van Der Waals Bilayers,Multi-scale Theoretical Modeling of Twisted Van Der Waals Bilayers
 Fang Ma,Modeling Electronic Properties of Twisted 2D Atomic Heterostructures,Workshop on Coupled Mathematical Models for Physical and Nanoscale Systems and their Applications
 Andrea Carranza,Erratum to “Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1α as Adaptive Response to a High Salt Diet”,BioMed Research International
 Andrea Carranza,Renal dopaminergic system activity in rats with different contents of sodium in the diet,REVISTA DE NEFROLOGIA DIALISIS Y TRASPLANTE
 Andrea Carranza,Perfiles de secreción de dopamina renal en la expansión de volumen para regular diuresis y natriuresis: Rol de la monoaminoxidasa renal,Medicina (Buenos Aires)
 Andrea Carranza,The Role of Angiotensin II AT1 Receptors in the Sympathoadrenal Response to Stress,N/A
 Andrea Carranza,The Role of Angiotensin II AT1 Receptors in the Sympathoadrenal Response to Stress,N/A
 Elsa Zotta,Detección Y CARACTERIZACIÓN del canal epitelial de sodio (ENaC) en sinciciotrofoblasto de placenta humana NORMAL Y PREECLÁMPTICA.,N/A
 Elsa Zotta,“ESTRATEGIAS PARA EL DIAGNOSTICO Y EL MANEJO RACIONAL DE LAS DISKALEMIAS” GRUPO DE TRABAJO FISIOLOGIA CLINICA RENAL,N/A
 Elsa Zotta,Artículos Originales La identificación de podocitos urinarios. La utilidad,N/A
 Elsa Zotta,Expression of uPAR in urinary podocytes of patients with Fabry disease,International Journal of Nephrology
 Elsa Zotta,Asociacion Regional de Dialisis y Transplantes Renales de Capital Federal y Provincia de Buenos Aires,N/A
 Alicia Correa,El maíz como fuente de forraje en la Comarca Lagunera [México].;[Maize as a forage source in Comarca Lagunera [Mexico]].,N/A
 Alicia Correa,Runoff sources and flowpath dynamics in the Andean Páramo,Runoff sources and flowpath dynamics in the Andean Páramo
 Alicia Correa,Member and Bayesian mixing models consistently indicate near‐surface flowpath dominance in a pristine humid tropical rainforest,N/A
 Alicia Correa,Headwaters drive streamflow and lowland tracer export in a large‐scale humid tropical catchment,Hydrological Processes
 Alicia Correa,Tropical Hydrology: Modeling and Field Experimentation,N/A
 Shun-Fa Yang,Matrix Metalloproteinase Activity Following Cardiac Catheterization,中山醫學雜誌
 Shun-Fa Yang,Impact of GAS5 genetic polymorphism on prostate cancer susceptibility,N/A
 Shun-Fa Yang,"Detection of disseminated cancer cells in bone marrow of gastric cancer using real time quantitative reverse transcriptase polymerase chain reaction E. Oki, Y. Maehara, E …",Cancer letters
 Shun-Fa Yang,Population-based Cohort Study on the risk of pneumonia in nontraumatic intracranial hemorrhage patients with proton pump inhibitor utilization,BMJ open
 Shun-Fa Yang,"Nobiletin, a Citrus Flavonoid, Suppresses the Proliferation and Induces Apoptosis Involving MAPKs and Caspase-8/-9/-3 Signals in Human Acute Myeloid Leukemia (AML) Cells",Tumor Biology
 Pei-Yu Chou,"Sheng Chen, *Honokiol, an active compound of Magnolia officinalis is involved in restoring normal baroreflex sensitivity in hypercholesterolemic rabbits",Food Science & Nutrition
 Pei-Yu Chou,天然萃取物及其衍生物抑制發炎及癌細胞的分子機制探討,N/A
 Pei-Yu Chou,Analgesic and anti inflammatory activities of a water extract of Trachelospermum jasminoides ( Apocynaceae). JOURNAL OF ETHNOPHARMACOLOGY,Journal of ethnopharmacology
 Chieh-Hsi Wu,Bayesian approaches to model uncertainty in phylogenetics,N/A
 Chieh-Hsi Wu,NRF2 Mediates Therapeutic Resistance to Chemoradiation in Colorectal Cancer through a Metabolic Switch,Antioxidants
 Chieh-Hsi Wu,Valid belief updates for prequentially additive loss functions arising in Semi-Modular Inference,arXiv preprint arXiv:2201.09706
 Chieh-Hsi Wu,Antimicrobial resistance determinants are associated with Staphylococcus aureus bacteraemia and adaptation to the healthcare environment: a bacterial genome-wide association study,Microbial genomics
 Chieh-Hsi Wu,Using host genetics to infer the global spread and evolutionary history of HCV subtype 3a,Virus evolution
 Hui-Wen Yang,Multiscale motor activity regulation and cognitive performance in middle‐aged adults: A cross‐sectional study using baseline data of UK Biobank Cohort,Alzheimer's & Dementia
 Hui-Wen Yang,Cardio‐autonomic control during exercise and risk for incident delirium,Alzheimer's & Dementia
 Hui-Wen Yang,Cross‐sectional association between cardiovascular risk score and cognitive performance in middle‐aged UK Biobank participants,Alzheimer's & Dementia
 Hui-Wen Yang,CIRCADIAN REST-ACTIVITY SIGNATURES IN WOMEN WITH MAJOR DEPRESSIVE DISORDER,SLEEP
 Hui-Wen Yang,The impact of gallmakers on the pollinators of Ficus microcarpa,N/A
 Yu-Chao Chang,Abstract# LB-183: Mitochondrial translocation of STAT5 in leukemic T cells and cytokine-stimulated cells,N/A
 Yu-Chao Chang,Enforced SOCS1 and SOCS3 expression attenuates Lck-mediated cellular transformation,International journal of oncology
 Yu-Chao Chang,MOLECULAR AND STRUCTURAL IMMUNOLOGY-Targeting Src Homology 2 Domain-Containing Tyrosine Phosphatase (SHP-1) into Lipid Rafts Inhibits CD3-Induced T Cell Activation,Journal of Immunology
 Yu-Chao Chang,ALLOANTIGEN-UNRESPONSIVENESS RESULTS IN DEFECTS IN INTRACELLULAR SIGNALING AND TRANSCRIPTIONAL ACTIVATION OF THE IL-2 PROMOTER.,Transplantation
 Yu-Chao Chang,Regulation of cellular gene expression by the viral Src oncoprotein,Regulation of cellular gene expression by the viral Src oncoprotein
 Tie Wu,多目標決策分析技術應用於遊憩設施區位設置,Journal of the Chinese Institute of Industrial Engineers
 Tie Wu,結合模糊理論與遺傳基因演算法於多目標彈性製造系統排程問題硏究,Journal of the Chinese Institute of Industrial Engineers
 Tie Wu,緊急醫療網路模式建立之硏究,Journal of the Chinese Institute of Industrial Engineers
 Tie Wu,An optimal software reliability design integrating the allocation model and the N‐version programming technique,International Journal of Quality & Reliability Management
 Tie Wu,The Application of Combined Fuzzy Theory and Genetic Algorithm in Multi-Objective Fms Scheduling,JOURNAL-CHINESE INSTITUTE OF INDUSTRIAL ENGINEERS
 Yong-woo Lee,Semiconductor device and method of forming the same,Nano letters
 Yong-woo Lee,Device isolation structure incorporated in semiconductor device and method of forming the same,N/A
 Yong-woo Lee,"IEEE workshop on CCD and AIS, 2005 IEEE workshop on CCD and AIS, 2005, 2005",2006 International Electron Devices Meeting
 Yong-woo Lee,"IEDM, 2005 IEDM, 2005, 2005","IEEE InternationalElectron Devices Meeting, 2005. IEDM Technical Digest."
 Yong-woo Lee,Deep Trench Isolation for Pixel Crosstalk Suppression in Active Pixel Sensor with 1.7 mum pixel pitch,N/A
