author,title,publish_place
 Peter Carmeliet,PTPN11-Associated Mutations in the Heart: Has LEOPARD Changed Its RASpots? 97,N/A
 Peter Carmeliet,"Haemobiology Res. Dept., Sanofi Recherche, Toulouse, France. and University Hospital Gastuisberg, Leuven, Belgium. Previous works suggest the interesting possibility of an …",N/A
 Peter Carmeliet,Modeling Dilated Cardiomyopathies in Drosophila 55,N/A
 Peter Carmeliet,"A Rat Model System to Study Complex Disease Risks, Fitness, Aging, and Longevity 29",N/A
 Francesco Luigi Gervasio,An efficient method to simulate chemical reactions by molecular dynamics,Polymer
 Francesco Luigi Gervasio,Modelling Conformational Changes in Proteins: The Case of Cyclin-Dependent Kinases,N/A
 Francesco Luigi Gervasio,Combining Experimental and Computational Techniques to Study Protein Behavior,Biochimica et Biophysica Acta (BBA)-Biomembranes
 Francesco Luigi Gervasio,Free-energy methods to study protein plasticity and complex molecular recognition,N/A
 Francesco Luigi Gervasio,Electronic Properties of DNA,Physics World
 Harald Schwalbe,SUPPLEMENTARY MATERIAL TO,Intensive care medicine
 Harald Schwalbe,Understanding Prion Fibrillation,Protein Science
 Harald Schwalbe,and C. Roy D. Lancaster,Nature
 Harald Schwalbe,Evidence for transmembrane H+ transfer in a dihaem-containing membrane protein complex,N/A
 Harald Schwalbe,NMR-Spektroskopie,N/A
 Zhonghua Zhou,Highly effective catalysts for N {sub 2} O conversion to N {sub 2}-a preliminary study,N/A
 Zhonghua Zhou,Thermal Decomposition of MgCl 2,Metallurgical and Materials Transactions B
 Zhonghua Zhou,"Synthesis of Highly Porous Metal-Free Oxygen Reduction Electrocatalysts in a Self-Sacrificial Bacterial Cellulose Microreactor Jie Yu, Jaka Sunarso, Wei Zhuang, Guangming Yang …",Advanced Sustainable Systems
 Zhonghua Zhou,A comparative study of SrCo0. 8Nb0. 2O3Àd and SrCo0. 8Ta0. 2O3Àd as low-temperature solid oxide fuel cell cathodes: effect of non-geometry factors on the oxygen reduction reaction,N/A
 Alex Chun,A Guided Synthesizer for Blendshape Characters Supplementary Information,N/A
 Alex Chun,Achieving A Photoreal Digital Actor: The Digital Emily Project,2009 Conference for Visual Media Production
 Alex Chun,Real-time all-frequency relighting in local frame,ACM SIGGRAPH 2006 Sketches
 Alex Chun,Coherent Texture Synthesis for Photograph Relighting and Texture Transfer,"2006 Workshop on Computer Vision & Graphic Image Processing, 2006"
 Alex Chun,Supplemental Materials for DeepLight: Learning Illumination for Unconstrained Mobile Mixed Reality,N/A
 Terry D. Cyr,The structure of the major C13 component of the previ,N/A
 Terry D. Cyr,"THE STRUCTURE ELUCIDATION, TOTAL SYNTHESIS AND BIOSYNTHESIS OF THE FUNGAL METABOLITE PHACIDIN.",N/A
 Terry D. Cyr,SPIN-LABELS AS PROBES FOR IONOPHORE AND LIPID-SOLUBLE ION INTERACTIONS WITH LIPOSOMES,BIOPHYSICAL JOURNAL
 Terry D. Cyr,"2D polyacrylamide gel electrophoresis, 124, 125",vaccine
 Terry D. Cyr,3 Biochemical and clinical analysis,Pediatric research
 Xiaolong Yang,Honorary General Chair,N/A
 Xiaolong Yang,Research on topology inference algorithm of improved sandwich probing mechanism,N/A
 Xiaolong Yang,Phonon scattering by nano-precipitates in lead chalcogenide thermoelectrics,NPG Asia Materials
 Xiaolong Yang,Atomistic origin Zn4Sb3 thermal stability,N/A
 Xiaolong Yang,Atomistic origin of glass-like Zn4Sb3 thermal conductivity,Applied Physics Letters
5,"Acceleration of Gain Recovery and Dynamics of Electrons in QD-SOA... Y. Ben-Ezra, BI Lembrikov, and M. Haridim 1268 Solid-State Lasers 300-W Cryogenically Cooled Yb: YAG Laser …",IEEE Journal of Quantum Electronics
5,Many-Body Coulomb Effects in the Optical Properties of Semiconductor Heterostructures,N/A
5,SEMICONDUCTOR LASERS,N/A
5,Quantum-optical semiconductor spectroscopy,Physical Review A
5,Low-threshold steady-state generation of directional white light,N/A
 Cayetano Gonzalez,COUNTERMOVEMENT VERTICAL JUMP PERFORMANCE,N/A
 Cayetano Gonzalez,"B. Auffray, WJ Moran, H. Adams and",Tetrahedron letters
 Cayetano Gonzalez,Supplemental Data Functionally Unequal Centrosomes Drive Spindle Orientation in Asymmetrically Dividing Drosophila Neural Stem Cells,Developmental cell
 Cayetano Gonzalez,2.4 Role of Cdc37 in chromosome segregation and cytokinesis,The role of human and Drosophila NXF proteins in nuclear mRNA export
 Cayetano Gonzalez,Cancer stem cells and asymmetric division in Drosophila,N/A
 David M. GloverR,The conserved Schizosaccharomyces pombe kinase plo1,N/A
 David M. GloverR,Supplemental Information SIK2 Is a Centrosome Kinase Required for Bipolar Mitotic Spindle Formation that Provides a Potential Target for Therapy in Ovarian Cancer,Cancer cell
 David M. GloverR,Supplemental Information Spindle Formation in the Mouse Embryo Requires Plk4 in the Absence of Centrioles,N/A
 David M. GloverR,polo encodes a protein kinase homolog required for mitosis in Drosophila,Genes & development
 David M. GloverR,Consequences of centrosome amplification in p53 null and Kras positive pancreatic organoids,N/A
 Yingjie Peng,SDSS IV MaNGA: Inside-out quenching galaxies with Hα ring-like structures,N/A
 Yingjie Peng,The SINS and zC-SINF Surveys: The Growth of Massive Galaxies at z~ 2 through Detailed Kinematics and Star Formation with SINFONI,The Messenger
 Yingjie Peng,"PASJ: publications of the Astronomical Society of Japan 50 (2), 241-248, 1998-04-25",N/A
 Yingjie Peng,an Objective Definition for the Main Sequence of Star-forming Galaxies,The Astrophysical Journal Letters
 Yingjie Peng,THE SINS/ZC-SINF SURVEY OF z∼ 2 GALAXY KINEMATICS: THE NATURE OF DISPERSION DOMINATED GALAXIES,The Astrophysical Journal
 Diana I. Ruiz,Desarrollo de la técnica de interferón gamma (IFN-γ) para la detección de bovinos infectados con Listeria monocytogenes,Revista UDCA Actualidad & Divulgación Científica
 Diana I. Ruiz,Formulation of a porridge using solid remants of sacha inchi flour after the oil extraction process,Perspectivas en Nutrición Humana
 Diana I. Ruiz,TECHNICAL DEVELOPMENT OF GAMMA INTERFERON (IFN-γ) FOR DETECTION OF Listeria monocytogenes INFECTED CATTLE,Revista UDCA Actualidad & Divulgación Científica
 Diana I. Ruiz,La escritura como proceso metacognitivo: desarrollo de la regulación metacognitiva durante la producción textual en niñas y niños de educación básica,N/A
 Diana I. Ruiz,Gastrostomía Endoscópica Percutánea: Complicaciones Frecuentes,N/A
 Yuji Yamamoto,Optimized Graphene Growth on Ge (100)/Si (100) Substrates,N/A
 Yuji Yamamoto,"MEMS and Photonics Module Integration into SiGe BiCMOS Technologies for More than Moore Functional Diversification B. Tillack1, 2, B. Heinemann1, M. Kaynak1, D. Knoll1, A. Mai1 …",N/A
 Yuji Yamamoto,Deposition of Graphene on Insulators and Conversion of Atomic Carbon into Graphene by Van Der Waals Epitaxy,N/A
 Yuji Yamamoto,S-Parameter Characterization and Lumped-Element Modelling of mm-Wave Single-Drift IMPATT Diode,N/A
 Yuji Yamamoto,An X-Band Transformer-Coupled Varactor-Less Quadrature Current-Controlled Oscillator in 0.18 m SiGe BiCMOS,N/A
 Jeremie Boucher,Transgenic mice with a human-like adrenergic receptivity in adipose tissue become overweight,PATHOLOGIE BIOLOGIE
 Jeremie Boucher,Index des auteurs 2002,N/A
 Jeremie Boucher,Role of semicarbazide-sensitive amine oxidase and monoamine oxidase in glucose transport and adipogenesis in cultured adipocytes.,PROCEEDINGS OF THE NUTRITION SOCIETY
 Jeremie Boucher,"Ablation of TRIP-Br2, a novel regulator of fat lipolysis, thermogenesis and oxidative metabolism, prevents diet-induced obesity and insulin resistance",N/A
 Jeremie Boucher,"Numbers 1 and 2, November 1987 Aerobic glucose fermentation by Trypanosoma cruzi axenic culture amastigote-like forms during growth and differentiation to epimastigotes (MBP …",Molecular and biochemical parasitology
 John Cobb,R-spondin 3 regulates mammalian dental and craniofacial development,Journal of Developmental Biology
 John Cobb,Interspecies transcriptomics identify genes that underlie disproportionate foot growth in jerboas,Current Biology
 John Cobb,A gene desert required for regulatory control of pleiotropic Shox2 expression and embryonic survival,bioRxiv
 John Cobb,Animal Models for Understanding Human Skeletal Defects,N/A
 John Cobb,Interspecies transcriptome analyses identify genes that control the development and evolution of limb skeletal proportion,The FASEB Journal
 C. Ronald Kahn,The Role of Insulin Receptor Kinase Domain Autophosphorylation in Receptor-mediated Activities,Journal of Biological Chemistry
 C. Ronald Kahn,in Vivo and in Vitro,Saudi pharmaceutical journal
 C. Ronald Kahn,Molecular Balance between the Regulatory,Molecular and cellular biology
 C. Ronald Kahn,TITLES OF RELATED PAPERS IN OTHER SECTIONS,N/A
 C. Ronald Kahn,68bcrzhobqy,N/A
 Shuei-Liong Lin,懷孕中的透析治療,腎臟與透析
 Shuei-Liong Lin,不要尿毒,N/A
 Shuei-Liong Lin,非類固醇抗炎藥物引發之胃病變,台灣醫學
 Shuei-Liong Lin,Supplementary Materials: Characteristics of a Novel ATP2B3 K416_F418delinsN Mutation in a Classical Aldosterone-Producing Adenoma,Cancers
 Akio Kobayashi,Use of genetic mouse models to study kidney regeneration,Regenerative Nephrology
 Akio Kobayashi,Imaging X-gal-Stained Mouse Embryos,Biotechniques
 Akio Kobayashi,INTEGRIN beta 1 IS NECESSARY FOR THE DEVELOPMENT OF RENAL MEDULLA,NEPHROLOGY DIALYSIS TRANSPLANTATION
 Akio Kobayashi,Genetic Regulation of Mammalian Sexual Development,N/A
 Akio Kobayashi,Molecular Analysis of Urogenital System Development in the Mouse,N/A
 Richard A. Lang,689 Targeting glutamate synapses in schizophrenia 699 DISC1 at 10: connecting psychiatric genetics and neuroscience 707 Iron disorders of genetic origin,N/A
 Richard A. Lang,"Macrophages, Wnts, and Programmed Vascular Regression",N/A
 Richard A. Lang,"Cell—January 17, 152_1_2",N/A
 Richard A. Lang,Cited in: Biological Abstracts; Chemical Abstracts; Current Awareness in Biological Sciences (CABS); Current Contents/Life Sciences; Excerpta Medica; Index medicus; Pascal et …,Toxicology Letters
 Richard A. Lang,Programmed Cell Death in Development,Plant physiology
 Anna-Katerina Hadjantonakis,"Avinash Waghray, Néstor Saiz, 7 Anitha D. Jayaprakash, 4, 6, 8 Ana G. Freire, Dmitri Papatsenko, Carlos-Filipe Pereira, Dung-Fang Lee, Ran Brosh, Betty Chang, Henia Darr …",N/A
 Anna-Katerina Hadjantonakis,259 Lentiviral vectors with measles virus glycoproteins–dream team for gene transfer?,Trends in biotechnology
 Anna-Katerina Hadjantonakis,Program/Abstract# 43 Imaging endoderm cell dynamics in the mouse embryo,N/A
 Anna-Katerina Hadjantonakis,"The next issue of this journal Developmental mechanisms, patterning and evolution",International Journal of Plant Sciences
 Anna-Katerina Hadjantonakis,"Stem Cell Reports, Volume 2",Cell reports
 Randall T. Moon,The Wnt/Ca 2 pathway,Journal of cell science
 Randall T. Moon,"Aberle, H., Bauer, A., Stappert, J., Kispert, A. & Kemler, R.(1997). beta-catenin is a target for the ubiquitin-proteasome pathway. EMBO J. 16, 3797-3804.",The EMBO journal
 Randall T. Moon,Regulation of ß-Catenin Signaling by the B56 Subunit of Protein Phosphatase 2A,N/A
 Randall T. Moon,NK Badwaik and JJ Rasweiler (2001) Altered trophoblastic differen-tiation and increased trophoblastic invasiveness during delayed development in the short-tailed fruit bat …,Placenta
 Randall T. Moon,The Wnt/β-catenin Pathway Functions in Development of Multiple Cell Types and Tissues,Journal of cellular physiology
 Yanping Wu,Querying influential maximum connected community in large graphs,2020 IEEE 7th International Conference on Data Science and Advanced Analytics (DSAA)
 Yanping Wu,Efficient Adoption Maximization in Multi-layer Social Networks,2019 International Conference on Data Mining Workshops (ICDMW)
 Yanping Wu,Personalized Influential Community Search in Large Networks: A K-ECC-Based Model,Discrete Dynamics in Nature and Society
 Yanping Wu,"Maximum Signed (k, r)-Truss Identification in Signed Networks",Proceedings of the 29th ACM International Conference on Information & Knowledge Management
 Yanping Wu,Efficient Personalized Influential Community Search in Large Networks,Data Science and Engineering
 Haifeng Wang,Computational Linguistics for Web,Proceedings of TAC
 Haifeng Wang,MT-Aided Analysis of Comprehension of English Verb Preposition Constructions,N/A
 Haifeng Wang,互联网背景下的计算语言学研究,N/A
 Haifeng Wang,Large-scale Analysis of the Flight Booking Spoken Dialog System in a Commercial Travel Information Mobile App,DialWatt—Semdial 2014
 Haifeng Wang,Chinese-to-English Backward Machine Transliteration,N/A
 Yangqing Zhang,The nth Generation: from Fuzzy Intelligent Computers to Generic-system Intelligent Computers,2010 International Conference on Technologies and Applications of Artificial Intelligence
 Yangqing Zhang,Research in Fuzzy Relational Databases,Fuzzy sets and Systems
 Yangqing Zhang,Fuzzy Level Distribution in a Distributed Relational Database System,ACM Transactions on Database Systems (TODS)
 Yangqing Zhang,3C Technology for Intelligent Aviation and Space Navigation,"Journal of guidance, control, and dynamics"
 Yangqing Zhang,CALL FOR PAPERS IEEE Transactions on Computational Biology and Bioinformatics “Computational Intelligence Approaches in Computational Biology and Bioinformatics” Special Issue …,N/A
 Lin Mei,A “spatial turn”,Tér elméleT kulTúra
 Lin Mei,The control of anthropogenic emissions contributed to 80% of the decrease in PM2. 5 concentrations in Beijing from 2013 to 2017 2,N/A
 Lin Mei,"Abbas, Tahir (2010): Muslim-on-Muslim Social Research: Knowledge, Power and Re-ligio-cultural Identities. In: Social Epistemology, Vol. 24, No. 2, April-June 2010, pp. 123-136 …",Social Epistemology
 Lin Mei,"The potential eﬀect of a 100-year pluvial ﬂood event on metro accessibility and ridership: A case study of central Shanghai, China",Applied geography
 Lin Mei,Sex work regulation and HIV risk: a qualitative analysis of the impact of different regulation regimes on among female sex workers in two US-México border cities,"Age (mean, range)"
 Xudong Zhang,实现多处理器的 DSP 系统,N/A
 Xudong Zhang,基于双 DSP 结构的实时视频压缩编码器,N/A
 Xudong Zhang,TMS320C80 在图像通信中的应用,电子技术应用
 Xudong Zhang,基于块区域子波变换的甚低码率视频编码算法,N/A
 Xudong Zhang,高速数据采集与处理系统的研制与开发,N/A
 Fang Zhang,Some parasitic characteristics of Varroa and Tropilaelaps mites in Apis mellifera,N/A
 Fang Zhang,1997 Information Theory Society Paper Award 445,N/A
 Fang Zhang,PO-4.5. 3 Unterschiedliche Methoden zur Defensin Gen Kopie Zahl Quantifizierung zeigen partielle Diskordanz der Ergebnisse,N/A
 Fang Zhang,Non-Linear Optics and Pulse Generation Polarization-Insensitive Wavelength Conversion by FWM of 100-GHz-Spaced DWDM 4× 10 Gb/s RZ-BPSK Signals in,N/A
 Fang Zhang,"and Department of Electrical Engineering University of Maryland, College Park",j_
 Hongbo Chen,Secondary hemophagocytic lymphohistiocytosis with Epstein–Barr virus-associated transformed follicular lymphoma: A case report and literature review,Frontiers in Oncology
 Hongbo Chen,Genetic and Epigenetic Targeting Therapy for Pediatric Acute Lymphoblastic Leukemia,Cells
 Hongbo Chen,Comment on: A pilot study of ruxolitinib as a front-line therapy for 12 children with secondary hemophagocytic lymphohistiocytosis,haematologica
 Hongbo Chen,Congenital dyserythropoietic anemia type I mimicking myelodysplasia syndrome with a novel CDAN1 mutation,Annals of Hematology
 Hongbo Chen,Supplementary Materials for,Composites Part B: Engineering
 Ying Liu,Epoxy-Silica Hybrid Resins With High Efficiency of Flame Retardance,N/A
 Ying Liu,"Polym Degrad Stabil 1997, 56, 291",Polymer Degradation and Stability
 Ying Liu,Preparation of Manuscripts for 2008 Conference on Membrane Science & Technology,N/A
 Ying Liu,SILICA NANO-PARTICLE/POLYELECTROLYTE NANOCOMOPSITE MEMBRANES FOR DIRECT METHANOL FUEL CELLS,N/A
 Shengnan Sun,Preparation and Characterization of CdS by evaporation and Cu2S complex photoelectric thin films,N/A
 Shengnan Sun,Ordered Nano-laminated Films and Fluorescence Dynamic Characterization of Tb-bisphthalocyanine,N/A
 Shengnan Sun,"THE ELECTRO-OXIDATION OF C1, C2 AND C3 SATURATED ALCOHOLS ON NICKEL-COBALT OXIDES",N/A
 Shengnan Sun,Impact of Surface Areas in Evaluation of Catalyst Activity,Joule
 Shengnan Sun,An Operando Investigation of Mn3O4 Co-catalyst on Fe2O3 Photoanode: Mn-Valency Determined Enhancement at Varied Potentials,N/A
 Yi Zheng,Tn5 transposase-based epigenomic profiling methods are prone to open chromatin bias,bioRxiv
 Yi Zheng,In vivo nuclear capture and molecular profiling identifies Gmeb1 as a transcriptional regulator essential for dopamine neuron function,Nature communications
 Yi Zheng,DPPA2 and DPPA4 are dispensable for mouse zygotic genome activation and pre-implantation development,Development
 Yi Zheng,Analysis of developmental imprinting dynamics in primates using SNP-free methods to identify imprinting defects in cloned placenta,Developmental cell
 Yi Zheng,Profiling and functional characterization of maternal mRNA translation during mouse maternal-to-zygotic transition,Science advances
 Na Li,Source Seeking by Dynamic Source Location Estimation,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
 Na Li,A passivity-based perspective for distributed optimization and integration of communication delays,2017 56th Annual Conference of the Society of Instrument and Control Engineers of Japan (SICE)
 Na Li,Real-time Decentralized and Robust Voltage Control in Distribution Networks,arXiv preprint arXiv:1606.08101
 Na Li,Source Seeking by Dynamic Source Location Estimation,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
 Na Li,Communication Complexity of Distributed Resource Allocation Optimization,N/A
