author,title,publish_place
 W-C Chang,The status and prospect of the SPring-8/LEPS2 BGOegg experiments,N/A
 C-Y Hung,BED TOC,Water Research
 C-Y Hung,Effects of constant and pulsed direct current electric fields on ACL fibroblast migration and gene expression,N/A
 C-Y Hung,The dose-dependent effect of TGF-β on immature bovine articular cartilage properties during long term culture,N/A
 C-Y Hung,Osmotic loading of alginate gels: a biomimetic study of hindered transport in the cell cytoplasm,N/A
 C-Y Hung,SHEAR STRESS ALTERS THE EXPRESSION OF MYELIN-ASSOCIATED GLYCOPROTEIN AND MYELIN BASIC PROTEIN IN SCHWANN CELLS,N/A
 Y-M Yeh,WGO Practice Guideline-Diet and the Gut (Spanish),Nutrition research reviews
 Y-M Yeh,Name of journal: World Journal of Gastrointestinal Pharmacology and Therapeutics ESPS Manuscript NO: 25599 Manuscript type: Minireviews Chinese Helicobacter pylori vaccine …,N/A
 Y-M Yeh,Measuring Movement and Location In Enclosed Spaces Using 3-Axis Magneto-Resistive Sensor Array,N/A
 Y-M Yeh,Helicobacter pylori vacA,Nature Reviews Microbiology
 Y-M Yeh,MEASURING MOVEMENT AND LOCATION IN ENCLOSED SPACES USING 3-AXIS ANISOTROPIC MAGNETO RESISTIVE SENSOR ARRAY,N/A
 W-C Su,Optimizing risk-based compliance of an information technology (IT) system,N/A
 W-C Su,User-Driven Mashups in Interactive Public Spaces,in IBM Research Report
 W-C Su,"Collaborative, spoken-language interface agents",Proceedings of the 4th international conference on Intelligent user interfaces
 W-C Su,Towards Optimal Risk-Aware Security Compliance of a Large IT System,International Conference on Service-Oriented Computing
 P-C Liao,SSTTSS mathematics,N/A
 P-C Liao,IWCFTA 2009,2009 International Workshop on Chaos-Fractals Theories and Applications
 P-C Liao,Image Encryption Based on Composite Chaotic System,N/A
 P-C Liao,Watermarking scheme for copyright protection,Pattern Recognition Letters
 P-C Liao,IWCFTA 2010 Program and Organizing Committees,N/A
 Julien Moretti,Detection of a vita-PAMP STINGs cells into reticulophagy,Autophagy
 Julien Moretti,Measuring innate immune responses to bacterial viability,N/A
 Julien Moretti,TAP dysfunction in dendritic cells enables noncanonical cross-presentation for T cell priming,Nature immunology
 Julien Moretti,Deubiquitinations dans la voie de signalisation Notch,N/A
 Julien Moretti,JCB: Correction,N/A
 JUNICHI NISHIMURA,探索研究とサイエンス: 医薬イノベーションの科学的源泉とその経済効果に関する調査 (1),探索研究とサイエンス-医薬イノベーションの科学的源泉とその経済効果に関する調査 (1)-
 JUNICHI NISHIMURA,"Making university and industry collaboration: sources of seeds, needs and their matching process",N/A
 JUNICHI NISHIMURA,On the industry-university-government collaboration and markets for technology,N/A
 JUNICHI NISHIMURA,"発明者から見た日本のイノベーション過程: RIETI 発明者サーベイの結果概要発明者から見た日本のイノベーション過程: RIETI 発明者サーベイの結果概要, 2007",2007 年
 JUNICHI NISHIMURA,発明者からみた日本の研究開発の課題− 発明者サーベイ自由記述調査から−,N/A
 TSUNEKAZU MIZUSHIMA,A case of recurrent colon cancer responding completely to uracil,N/A
 TSUNEKAZU MIZUSHIMA,Efficacy of a self-expandable lap retractor sponge for retraction of the small intestine in laparoscopic surgery,N/A
 TSUNEKAZU MIZUSHIMA,症例,耳鼻咽喉科臨床
 TSUNEKAZU MIZUSHIMA,Annals of Gastroenterological Surgery,Annals of Gastroenterological Surgery
 TSUNEKAZU MIZUSHIMA,A Case of Giant Cell Tumor of the Common Bile Duct,World Journal of Gastroenterology: WJG
 YUEHUA YANG,Mechanical properties of external confinement modulate the rounding dynamics of cells,Biophysical Journal
 YUEHUA YANG,Thinning air-water films stabilized by bacterial particles,Acta Mechanica Sinica
 YUEHUA YANG,细胞体积调控细胞黏附和脱粘的力学机制,N/A
 YUEHUA YANG,"细胞体积对细胞粘附, 脱粘和力学性质的调控机制研究",N/A
 YUEHUA YANG,细胞体积对细胞生理功能的调控作用,N/A
 BINBIN NI,In-situ Observations of Whistler-mode Waves in the Reconnection Diffusion Region,N/A
 BINBIN NI,A Study of Field Aligned Irregularities Excited by Thermal Self-focusing Instability during Powerful Electromagnetic Wave Heating Ionosphere,N/A
 BINBIN NI,Formation and Evolution of Radiation Belt Electron Reversed Energy Spectra,N/A
 BINBIN NI,Numerical Study of Artificial Generation and Propagation of ULF Waves in the Ionospheric F Region at Different Latitudes,N/A
 BINBIN NI,A Numerical Study of the Langmuir Parametric Instability Excited by Powerful HF Wave Heating at Different Latitudes,N/A
 KE CHEN,"Aguiyi, John C., 484 Ahn, Kwangseog, 416",N/A
 KE CHEN,"Forbes, Valery E., 510 Fraichard, Annick, 639",N/A
 KE CHEN,Linda JS Allen,N/A
 KE CHEN,Scirus is science-s search en Try Sciru www. Sci,N/A
 KE CHEN,"Gygi, Daniel, 685",Biochemical and biophysical research communications
 KYU RAN CHO,A Comparison Study between Compound Imaging and Conventional Ultrasonography in Subareolar Area,Journal of Korean Breast Cancer Society
 KYU RAN CHO,"Departments of Diagnostic Radiology, Pathology, and General Surgery, Korea University Hospital Korean Journal of Radiology; 2002 June; 3 (2): 136-139",Korean Journal of Radiology
 KYU RAN CHO,"Department of Diagnostic Radiology, Korea University Hospital, Seoul, Korea. Department of General Surgery, Korea University Hospital, Seoul, Korea. Korean Journal of Radiology …",Korean Journal of Radiology
 KYU RAN CHO,Preoperative CT Assessement of Esophageal Carcinoma: Comparison between the Patients with and without Recurrence of Esophageal Carcinoma after Surgical Resection,Journal of the Korean Radiological Society
 KYU RAN CHO,255 Evidence on Synthesized Two-dimensional Mammography Versus Digital Mammography When Using Tomosynthesis (Three-dimensional Mammography) for Population Breast Cancer Screening,Clinical Breast Cancer
 JAE HONG SEO,Analysis of Zero-Knowledge Protocols for Verifiable Computation and Its Applications,Journal of the Korea Institute of Information Security & Cryptology
 JAE HONG SEO,Insecurity of the Public Key Encryption with Filtered Equality Test Proposed by Huang et al.,Cryptology ePrint Archive
 JAE HONG SEO,On Discrete Logarithm Based Additively Homomorphic Encryption,"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences"
 JAE HONG SEO,Short Round Sub-Linear Zero-Knowledge Argument for Linear Algebraic Relations,"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences"
 JAE HONG SEO,아이디 기반 암호화 그 응용,Review of KIISC
 AEREE KIM,Simple approach to superhydrophobic nanostructured Al for practical antifrosting application based on enhanced self-propelled jumping droplets,ACS applied materials & interfaces
 AEREE KIM,Effective three-dimensional superhydrophobic aerogel-coated channel for high efficiency water-droplet transport,Applied Physics Letters
 EUN SOOK LEE,A carboxymethyl dextran-based polymeric conjugate as the antigen carrier for cancer immunotherapy,Biomaterials research
 EUN SOOK LEE,Metal-phenolic network-coated hyaluronic acid nanoparticles for ph-responsive drug delivery,Pharmaceutics
 EUN SOOK LEE,Reactive oxygen species-responsive dendritic cell-derived exosomes for rheumatoid arthritis,Acta Biomaterialia
 EUN SOOK LEE,Repurposing macitentan with nanoparticle modulates tumor microenvironment to potentiate immune checkpoint blockade,Biomaterials
 EUN SOOK LEE,Preparation and Characterization of Reactive Oxygen Species-Sensitive Nanoconjugates as the Imaging Agent,N/A
 JUN-ICHI OKANO,Assessing alpha and beta diversities of benthic macroinvertebrates and their environmental drivers between watersheds with different levels of habitat transformation in Japan,N/A
 JUN-ICHI OKANO,Phosphate oxygen isotopes as a tool to trace phosphorus sources and cycling in a water-shed Phosphate oxygen isotopes as a tool to trace phosphorus sources and cycling in a …,N/A
 JUN-ICHI OKANO,Tracking phosphorus sources and cycling in freshwater: stable isotope approach,N/A
 JUN-ICHI OKANO,"Spatial distributions of REE, heavy metals and oxygen isotope of phosphate in the Yasu river, Shiga, Japan",N/A
 XIAOYUAN WANG,"CFD simulation of an intermediate temperature, two-phase loop thermosiphon for use as a linear focus solar receiver",Energy Procedia
 XIAOYUAN WANG,Heat transfer simulation and analysis of ice and snow melting system using geothermy by super-long flexible heat pipes,Energy Procedia
 XIAOYUAN WANG,CFD modeling of phase change heat transfer behaviors in thermosyphons,N/A
 XIAOYUAN WANG,Numerical analysis of ground temperature response characteristics of a space-heating ground source heat pump system by utilizing super-long flexible heat pipes for heat extraction,Energy and Buildings
 XIAOYUAN WANG,Thermal-Performance Analysis on Rotating Heat Pipe for Temperature Management in Bioreactor,Journal of Thermophysics and Heat Transfer
 WEI ZHENG,Supplemental material to:“Nonlinear modeling of protein expressions in protein arrays”,N/A
 WEI ZHENG,Microarray Production: Quality of DNA and Printing,Applied microbiology and biotechnology
 WEI ZHENG,Scanners and Data Acquisition,Applied Sciences
 WEI ZHENG,Quality Control in Data Analysis,N/A
 WEI ZHENG,Transcriptome and Small RNA Deep Sequencing Reveals Deregulation of,The Journal of pathology
 HAOFENG LIU,Passion fruit detection and counting based on multiple scale faster R-CNN using RGB-D images,Precision Agriculture
 HAOFENG LIU,Instance segmentation based on mask scoring R-CNN for group-housed pigs,N/A
 HAOFENG LIU,A Multi-branch Hybrid Transformer Network for Corneal Endothelial Cell Segmentation,International Conference on Medical Image Computing and Computer-Assisted Intervention
 HAOFENG LIU,Restoration Of Cataract Fundus Images Via Unsupervised Domain Adaptation,2021 IEEE 18th International Symposium on Biomedical Imaging (ISBI)
 HAOFENG LIU,An Annotation-free Restoration Network for Cataractous Fundus Images,IEEE Transactions on Medical Imaging
 YUEMING SUN,Reporter gene-facilitated detection of compounds in Arabidopsis leaf extracts that activate the Karrikin signaling pathway,Frontiers in Plant Science
 YUEMING SUN,Divergent receptor proteins confer responses to different karrikins in two ephemeral weeds,Nature communications
 YUEMING SUN,Editing of chloroplast rps14 by PPR editing factor EMB2261 is essential for Arabidopsis development,Frontiers in plant science
 YUEMING SUN,Non-canonical Features of Pentatricopeptide Repeat Protein-Facilitated RNA Editing in Arabidopsis Chloroplasts,bioRxiv
 YUEMING SUN,"The Biological Function, Targeting Specificity and Redesign of PPR RNA Editing Factors",N/A
 YOSHIRO NAKANO,Expression and Characterization of,Biochemical and biophysical research communications
 YOSHIRO NAKANO,Cumulative Table of Contents for Volumes 300–312,N/A
 YOSHIRO NAKANO,Quantitative Microbiological Study of,Trends in food science & technology
 YOSHIRO NAKANO,Nuclease-Based′ Development of a 5,Journal of clinical microbiology
 YOSHIRO NAKANO,Formation of Methyl Mercaptan,Infection and Immunity
 EMANUELE SACANNA,"Genetic variability, heritability and correlation analysis among maturity and yield traits in Cowpea (Vigna unguiculata (L) Walp) in Northern Ghana",Heliyon
 EMANUELE SACANNA,"Prevalence of hyperopia among school children in the Kumasi metropolis, Ghana",Journal of Ghana Science Association
 EMANUELE SACANNA,"and Alhassan, R.",N/A
 EMANUELE SACANNA,Cowpea: Field Establishment,Notulae Scientia Biologicae
 EMANUELE SACANNA,Selecting Superior Cowpea (Vigna unguiculata (L.) Walp) Genotypes Using Blups and GG-Biplot Analysis: A Comparison of the Two Methods,N/A
 MICHELE ZANONI,Sigma receptors: Novel targets for the treatment of highly malignant tumors,N/A
 MICHELE ZANONI,Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines,International Journal of Oncology
 MICHELE ZANONI,[Corrigendum] Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines,International Journal of Oncology
 MICHELE ZANONI,Novel pan sigma receptor modulator exerts strong apoptotic effect in in vitro primary 3D-cell cultures of human glioblastoma,N/A
 MICHELE ZANONI,Trefoil factor 1 as a predictive factor of bone metastases in breast cancer.,N/A
 FRANCESCO FABBRI,Long-range and short-range dihadron angular correlations in central PbPb collisions at psNN= 2: 76 TeV,N/A
 FRANCESCO FABBRI,ZZ→+-′+′-s-section measurements and search for anomalous triple gauge couplings in 13 TeV pp collisions with the ATLAS detector,N/A
 FRANCESCO FABBRI,"Classificazione del polietilene utilizzato nelle protesi di anca, ginocchio e spalla commerciali",N/A
 FRANCESCO FABBRI,Engineering Concurrent and Event-driven Web Apps: An Agent-Oriented Approach based on the simpAL Language,Engineering Concurrent and Event-driven Web Apps: An Agent-Oriented Approach based on the simpAL Language
 FRANCESCO FABBRI,Sviluppi analitici per la valutazione dell'azione indotta dai cereali su silos a fondo piano a seguito di input sismico,N/A
 DINO AMADORI,Synthesis of Novel Tryptamine Derivatives and Their Biological Activity as Antitumor Agents,Molecules
 DINO AMADORI,"Combined Oral Fentanyl Citrate and Midazolam as Premedication for Bone Marrow Aspiration and Biopsy in Patients with Hematological Malignancies: A Randomized, Controlled and …",Journal of Clinical Medicine
 DINO AMADORI,Rearrangements of ATP5L-KMT2A in acute lymphoblastic leukaemia,British Journal of Haematology
 DINO AMADORI,Adrenomedullin expression characterizes leukemia stem cells and associates with an inflammatory signature in acute myeloid leukemia,Frontiers in oncology
 DINO AMADORI,"An 1H NMR study of the cytarabine degradation in clinical conditions to avoid drug waste, decrease therapy costs and improve patient compliance in acute leukemia",Anti-Cancer Drugs
 XIAOWEI QI,Need for clarification of data in the recent meta-analysis about TLR4 polymorphisms and cancer risk.,Diabetes Research and Clinical Practice
 XIAOWEI QI,A comparative study of four methods for establishing animal models of human breast cancer bone metastasis.,N/A
 XIAOWEI QI,Circulating tumor cells and clinicopathologic characteristics of primary tumor of breast cancer patients: report of 128 cases,N/A
 XIAOWEI QI,"A prospective self-controlled study of indocyanine green, radioisotope and methylene blue for combined imaging of axillary sentinel lymph nodes in breast cancer",N/A
 XIAOWEI QI,Association between BIRC5 rs9904341 polymorphism and breast cancer susceptibility,Molecular Biology Reports
 JUN JIANG,Amorphous materials modeling and classification for low mechanical loss mirror coatings using machine learning methods,N/A
 JUN JIANG,High precision detection of the change in intermediate range order of amorphous thin films due to annealing,N/A
 JUN JIANG,Nonradiative hot carrier capture cross section of defects in GaN from first principles,N/A
 JUN JIANG,Raman spectrum of MoS2 /WS2 heterostructure from first-principles calculation of phonon electron coupling,N/A
 JUN JIANG,Nonlinear temperature dependent nucleation field in perpendicular exchange spring typed magnetic tunnel junctions,Journal of Applied Physics
 Torsten Wuestefeld,IkB-gene therapy does not enhance chemotherapy-induced apoptosis in HCC,N/A
 Torsten Wuestefeld,MKK4,Biochimica et Biophysica Acta (BBA)-Molecular Cell Research
 Torsten Wuestefeld,ROBERT H. COSTA VLADIMIR V. KALINICHENKO YONGJUN TAN IChing WANG The publisher regrets the misspelling of Dr. Kalinichenko’s name.,N/A
 Torsten Wuestefeld,Senescence Surveillance Clears Premalignant Hepatocytes,N/A
 Torsten Wuestefeld,ROBERT H. COSTA VLADIMIR V. KALINICHENKO YONGJUN TAN IChing WANG The publisher regrets the misspelling of Dr. Kalinichenko’s name.,N/A
 Daniel Dauch,In vivo RNAi screening to genetically dissect malignant progression from hepatocytes harboring constitutive active AKT–1,N/A
 Daniel Dauch,P53 independent functions of p19 Arf in suppression of hepatocarcinogenesis,N/A
 Daniel Dauch,Senescence surveillance of pre-malignant hepatocytes limits liver cancer development,N/A
 Daniel Dauch,Senescence Surveillance Clears Premalignant Hepatocytes,N/A
 Przemyslaw Bozko,Genetic screen to identify novel factors that regulate the dE2F2/RBF repressor in vivo,BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE
 Przemyslaw Bozko,CSN controls NF-# 954B by deubiquitinylation of I# 954B# 945,Embo Journal
 Przemyslaw Bozko,Cell cycle and survival signaling during prolonged G2 arrest,N/A
 Przemyslaw Bozko,DNA damage-induced G2 arrest is not tightly coupled to DNA repair and increased cellular survival.,CLINICAL CANCER RESEARCH
 Przemyslaw Bozko,Specific Role of the SR Protein Splicing,Cell
 Mona El-Khatib,52 CONSTITUTIVE ACTIVATION OF THE NOTCH SIGNALING PATHWAY INDUCES THE FORMATION OF INTRAHEPATIC CHOLANGIOCELLULAR CARCINOMAS BY DEREGULATING CYCLIN E EXPRESSION,Journal of Hepatology
 Mona El-Khatib,207 BLOCKING THE HEDGEHOG PATHWAY ATTENUATES CARCINOGENESIS OF CHOLANGIOCELLULAR CARCINOMA,Journal of Hepatology
 Mona El-Khatib,"Mechanisms of hypoxia selectivity and DNA damage by 2-benzoyl-6, 7-dichloro-3-phenylquinoxaline 1, 4-dioxide in human colon cancer cells-by Mona Mohamad El Khatib",N/A
 Mona El-Khatib,The Fine Tuning of the Hedgehog and Autophagy Pathways to Combat Cholangiocarcinoma,N/A
 Mona El-Khatib,Priorities for homecare safety of people with dementia: a PRIORITIZE study,N/A
 Robert Geffers,Supplemental Information FMNL2 Drives Actin-Based Protrusion and Migration Downstream of Cdc42,N/A
 Robert Geffers,5.4 Manuscript Ⅳ: Segregation of a spontaneous Klrd1 (CD94) mutation in DBA/2 mouse substrains,Studies on the Host Genetic Resistance and Susceptibility to Influenza A Virus
 Robert Geffers,Supplemental Data The Transcriptional Repressor Gfi1 Controls STAT3-Dependent Dendritic Cell Development and Function,Immunity
 Robert Geffers,Treg: Teff ratio,Experimental and Clinical Endocrinology & Diabetes
 Robert Geffers,"Deininger, Susanne 285, 519 Deuretzbacher, Anne 261 Dietze, Barbara 751 Doring, Yvonne 511",N/A
 Hueseyin Bektas,P12 Standards for safe use of antineoplastic drugs,European Journal of Oncology Nursing
 Hueseyin Bektas,P120 Pain management in cancer patients,European Journal of Oncology Nursing
 Hueseyin Bektas,P11 Training of patients and relatives in cancer,European Journal of Oncology Nursing
 Hueseyin Bektas,Angiographic predictors of left ventricular thrombus after anterior myocardial infarction,N/A
 Hueseyin Bektas,Kısmi Atriyoventriküler Septal Defekt ve Yarık Mitral Kapak İle Ellis-Van Creveld Sendromu Olgusu,N/A
 Lars Zender,NF kappa B mediates FAS (CD95) upregulation in a model of adenoviral hepatitis.,HEPATOLOGY
 Lars Zender,"NUCLEIC ACIDS, PROTEIN SYNTHESIS, AND MOLECULAR GENETICS-p53 represses CAAT enhancer-binding protein (C/EBP)-dependent transcription of the albumin gene. A molecular mechanism …",Journal of Biological Chemistry
 Lars Zender,ROBERT H. COSTA VLADIMIR V. KALINICHENKO YONGJUN TAN IChing WANG The publisher regrets the misspelling of Dr. Kalinichenko’s name.,N/A
 Lars Zender,Human telomerase reverse transcriptase promoter is activated during liver regeneration and hepatocyte proliferation,Gastroenterology
 Lars Zender,Running title: PPP1R13L in tumorigenesis and metastasis,N/A
 Zibo Zhao,Therapeutic targeting of BAP1/ASXL3 sub-complex in ASCL1-dependent small cell lung cancer,Oncogene
 Zibo Zhao,Therapeutic targeting of proteolytic cleavage of the mixed lineage leukemia gene product (MLL1) by taspase1 using kinase inhibitors,N/A
 Zibo Zhao,Abstract PR12: MED12 methylation by CARM1 sensitizes human breast cancer cells to chemotherapy drugs,Science advances
 Zibo Zhao,Abstract PR06: CARM1 methylates BAF155 and perturbs chromatin remodeling machinery to enhance tumor progression,N/A
 Zibo Zhao,The Jumonji-C Histone Lysine Demethylase KDM3B Senses Cellular Iron to Regulate Anabolism Through mTORC1,N/A
 Mark B. Meyer,Dihydroxyvitamin D3,The Journal of nutrition
 Mark B. Meyer,Cooperativity between VDR and Liver Enriched Inhibitory Protein (LIP) in the Regulation of TRPV6 Identifies a Novel Function for LIP as a Transcriptional Activator.,JOURNAL OF BONE AND MINERAL RESEARCH
 Mark B. Meyer,Molecular Mechanism Controlling TRPV6 Gene Expression and Calcium Homeostasis by Vitamin D Ligands,N/A
 Mark B. Meyer,Pulsed electrical fields influence mineral formation of primary osteoblasts in vitro,BONE
 Mark B. Meyer,"Glenville Jones2, and J. Wesley Pike1",N/A
 Sandeep Saha,Behaviour of fixed-bed column for the adsorption of malachite green on surfactant-modified alumina,Journal of Environmental Science and Health Part A
 Sandeep Saha,Room temperature ferromagnetic Ni nanocrystals: an efficient transition metal platform for manifestation of surface-enhanced Raman scattering,The Journal of Physical Chemistry C
 Sandeep Saha,Gram level synthesis of lead-free solder in the nanometer length scale obtained from tin and silver compounds using silicone oil,Langmuir
 Sandeep Saha,Mesoporous silica supported bimetallic Pd/Fe for enhanced dechlorination of tetrachloroethylene,RSC advances
 Sandeep Saha,Galvanic replacement of As (0) nanoparticles by Au (III) for nanogold fabrication and SERS application,New Journal of Chemistry
 Menggang Yu,Mortality Comparison of Endovascular versus Open Repair for Abdominal Aortic Aneurysm using Instrumental Variables,N/A
 Menggang Yu,Web-based Supplementary Materials for “Meta-Analysis Based Variable Selection for Gene Expression Data” by,Biometrics
 Menggang Yu,Web Supplementary Materials for “Regularized Outcome Weighted Subgroup Identification for Differential Treatment Effects” by,Biometrics
 Menggang Yu,Case Summary,"Rice research, technological progress, and impacts on the poor: the Bangladesh case (summary report)"
 Menggang Yu,SUPPLEMENTARY APPENDIX,N/A
 Weibo Cai,Launch of the american journal of nuclear medicine and molecular imaging.,N/A
 Weibo Cai,Multimodality agents,Angewandte Chemie International Edition
 Weibo Cai,"The design, synthesis and characterization of scaffold-assembled collagen mimetics and peptide dendrimers","The design, synthesis and characterization of scaffold-assembled collagen mimetics and peptide dendrimers"
 Weibo Cai,Spherical nucleic acids: Organized nucleotide aggregates as versatile nanomedicine,Aggregate
 Weibo Cai,Labeling of monoclonal antibodies and antibody fragments with radiometals for immunoPET,N/A
 Ming Yuan,The Effects of Reaction Conditions on the Perticle Size and Its Size Distribution of PbS Nanoparticles Assembled in Polystyrene,N/A
 Ming Yuan,Studies on Molecular Diffusion Behavior Before and After Reaction Between Pb^ 2^+-Containing Microgel and H~ 2S in a Good Solvent,N/A
 Ming Yuan,Study of Shaping LB Film Process of Amphiphilic Polymer,N/A
 Ming Yuan,The Forming and Transforming of Gel and Sol in the Crosslinking Copolymerization of Styrene with Bismethyl Acrylate Bisphenol-A,N/A
 Ming Yuan,In vivo MR imaging of tumor by using Fe_3O_4 nanoparticles bearing with different surface ligand as contrast agent,N/A
 Wei Xu,"803 Childhood cancer in Aden, Yemen IA Ba-Saddik 807 Squamous anal cancer: Patient characteristics and HPV type distribution N. Ouhoummane, M. Steben, F. Coutlée, T. Vuong, P …",Cancer epidemiology
 Wei Xu,Ahead of Print 2013,The Journal of the American Dental Association
 Wei Xu,REACTIVE CARBON NANOTUBES FOR STRONG INTERFACES IN POLYMER COMPOSITES,Computational Materials Science
 Wei Xu,STM manipulation of molecular moulds on metal surfaces,Nano Research
 Wei Xu,2016 Project H: Genetic Polymorphisms and Head and Neck Cancer Outcomes,N/A
 Krishna Saxena,Coexisting Mountain Agroecosystems: AStudy of the North East Indian llimalayan Region,N/A
 Krishna Saxena,Soil as a Living Body,Soil Science and Plant Nutrition
 Krishna Saxena,"Change: An Analysis from Arunachal Pradesh, India",Ecological Indicators
 Krishna Saxena,TRADITIONAL KNOWLEDGE AND THREAT OF ITS GGGGGGGG GGG LGGGGGGG LS LLLLLLLLL GGG GLGGGS WESTERN HIMALAYA,Man in india
 Krishna Saxena,Andhra Pradesh Akademi of Sciences Editorial Office,N/A
 Frederik De Smet,Inhibition of tumor angiogenesis and growth by an oral extracellularly-acting small-molecule multi-FGF receptors blocker with allosteric properties,International Journal of Molecular Medicine
 Frederik De Smet,The role of the PHDs in vascular development,Genes & development
 Frederik De Smet,"Allosteric modulation of a tyrosine kinase receptor by an extracellularly acting small-molecule chemical compound: inhibition of (lymph) angiogenesis in fish, frogs and mice by …",N/A
 Frederik De Smet,Gene prioritization by genomic data fusion,Nature biotechnology
 Frederik De Smet,"Genetic and chemico-genetic lymph/angiogenesis studies in tadpoles, zebrafish and mice",N/A
 Giorgio Saladino,Tubulin hot spots determination by in silico alanine scanning,N/A
 Giorgio Saladino,Supplementary Information: An Allosteric Cross-talk Between the Activation Loop and the ATP Binding Site Regulates the Activation of Src Kinase,Scientific reports
 Giorgio Saladino,Tipping the Balance of the Protein Kinase PDK1 Allosteric Regulatory Mechanism by Low-Molecular-Weight Ligands,N/A
 Giorgio Saladino,Combining Experimental and Computational Techniques to Study Protein Behavior,Biochimica et Biophysica Acta (BBA)-Biomembranes
 Giorgio Saladino,Unraveling the mechanism behind osmolytes protecting effect against protein denaturation,N/A
 Alan Brown,89 Acute Meningitis,Journal of Infection and Chemotherapy
 Alan Brown,Akutni bakterijski meningitis,Acta Medica Saliniana
 Alan Brown,Part X Clinical syndromes: neurologic system,"Donate Us, In order to keep our Service Alive, We have to pay for placing files (Abstracts, Books, Literature & Software) on File Hosting Servers, Your donations will make our process of payment a bit easier, Please use any one of the Payment Gateway for Donation. Never matter what amount you donate (10’s or 100’s or 1000’s)."
 Alan Brown,74 Bacterial meningitis,Emerging infectious diseases
 Alan Brown,Meningitis bacteriana adquirida en la Comunidad en adultos The New England Journal of Medicine,N/A
 Gilbert Lassalle,Dystrophy in Bogota preliminary study,N/A
 Gilbert Lassalle,MODELO DE ELEMENTOS FINITOS PARA EL ANÁLISIS LINEAL DE UN MATERIAL POROELÁSTICO TRANSVERSALMENTE ISÓTROPO MODEL OF FINITE ELEMENTS FOR LINEAL ANALYSIS OF A POROELASTIC MATERIAL …,Dyna
 Gilbert Lassalle,La poroelasticidad y el modelamiento de tejidos biológicos,N/A
 Gilbert Lassalle,Revista de Especialidades Médico-Quirúrgicas,Rev Esp Méd Quir Volumen
 Gilbert Lassalle,Quiste de mesenterio. Revisión,Revista Cubana de Cirugía
 Frederic Rousseau,HW/SW Interface Generation Flow Based on Abstract Models of System Applications and Hardware Architectures,N/A
 Frederic Rousseau,A Scalable and Effective Routing Algorithm for Multi-FPGA Based Large Scale NoC,N/A
 Frederic Rousseau,"y Center for Embedded Computer Systems z System Level Synthesis Group University of California, Irvine Laboratoire TIMA California 92697 USA 38031 Grenoble cedex, FRANCE …",N/A
 Frederic Rousseau,Génération automatique d’accélérateurs matériels sur cible reconfigurable via la synthese d’architecture,N/A
 Frederic Rousseau,Automatic Generation of Component Wrappers from Communication Service Specification,N/A
 Ann Gils,MAGNETIC POLYSACCHARIDE NANOSPHERES WITH POTENTIAL FOR BIOMEDICAL APPLICATIONS: PREPARATION VIA A REVERSE MINIEMULSION METHOD,N/A
 Ann Gils,Nuclear Magnetic Resonance (NMR) Metabonomics of 2 nd Trimester Maternal Blood Plasma for the Study of Prenatal Disorders,N/A
 Ann Gils,RHEO-NMR AND THE MOLECULAR ORIGINS OF FOOD RHEOLOGY,N/A
 Ann Gils,Solid state 1 H MAS NMR study of amino acids,Journal of Magnetic Resonance
 Ann Gils,The Effect of Cisplatin on the Metabolism of Human Osteosarcoma Cells by NMR,Journal of proteome research
 Peter Tompa,Text S1 Supporting Information,PLoS computational biology
 Peter Tompa,Taking the Pulse of Ribosome Assembly In Vivo,N/A
 Peter Tompa,Scientific Life: TrendsTalk,Trends in Cognitive Sciences
 Peter Tompa,A novel 2D electrophoretic technique for the identification of IDPs,N/A
 Peter Tompa,9 Was nitric oxide the first deep electron sink?,Trends in biochemical sciences
 Peter Carmeliet,Control of Vascular Cell Differentiation by Homeobox Transcription Factors 213,Trends in cardiovascular medicine
 Peter Carmeliet,PTPN11-Associated Mutations in the Heart: Has LEOPARD Changed Its RASpots? 97,N/A
 Peter Carmeliet,"Haemobiology Res. Dept., Sanofi Recherche, Toulouse, France. and University Hospital Gastuisberg, Leuven, Belgium. Previous works suggest the interesting possibility of an …",N/A
 Peter Carmeliet,Modeling Dilated Cardiomyopathies in Drosophila 55,N/A
 Peter Carmeliet,"A Rat Model System to Study Complex Disease Risks, Fitness, Aging, and Longevity 29",N/A
 Francesco Luigi Gervasio,An efficient method to simulate chemical reactions by molecular dynamics,Polymer
 Francesco Luigi Gervasio,Modelling Conformational Changes in Proteins: The Case of Cyclin-Dependent Kinases,N/A
 Francesco Luigi Gervasio,Combining Experimental and Computational Techniques to Study Protein Behavior,Biochimica et Biophysica Acta (BBA)-Biomembranes
 Francesco Luigi Gervasio,Free-energy methods to study protein plasticity and complex molecular recognition,N/A
 Francesco Luigi Gervasio,Electronic Properties of DNA,Physics World
 Harald Schwalbe,SUPPLEMENTARY MATERIAL TO,Intensive care medicine
 Harald Schwalbe,Understanding Prion Fibrillation,Protein Science
